,year,course_name,section,id,enrollments
6793,2019-2020,Exploratory data analysis and geovisualization,ENV,444,24
6794,2019-2020,Fate and behaviour of environmental contaminants,ENV,507,13
6795,2019-2020,Financial & managerial accounting,MGT,481,20
6796,2019-2020,Financial applications of blockchains and distributed ledgers,FIN,413,11
6797,2019-2020,Financial big data,FIN,525,27
6798,2019-2020,Financial econometrics,FIN,407,18
6799,2019-2020,Flexible bioelectronics,MICRO,514,22
6800,2019-2020,Fluvial biogeosciences,ENV,426,26
6801,2019-2020,"Foncier, immobilier, logement",AR,491,29
6802,2019-2020,Food biotechnology,ENG,436,5
6803,2019-2020,Foundation of digital humanities,DH,405,1
6804,2019-2020,Foundations and tools for processing tree structured data,CS,525,27
6805,2019-2020,Foundations of software,CS,452,45
6806,2019-2020,Fracture of materials,MSE,424,33
6807,2019-2020,Frontiers in chemical biology,CH,412,24
6808,2019-2020,Frontiers in nanosciences,PHYS,407,9
6809,2019-2020,Fundamentals & processes for photovoltaic devices,MICRO,565,35
6810,2019-2020,Fundamentals of VLSI design,EE,429,62
6811,2019-2020,Fundamentals of biomedical imaging,PHYS,438,53
6812,2019-2020,Fundamentals of biophotonics,BIO,443,11
6813,2019-2020,Fundamentals of biosensors and electronic biochips,EE,515,44
6814,2019-2020,Fundamentals of computer aided manufacturing,ME,416,82
6815,2019-2020,Fundamentals of electrical circuits and systems,EE,405,12
6816,2019-2020,Fundamentals of microfabrication,MICRO,331,108
6817,2019-2020,Fundamentals of solid-state materials,MSE,423,46
6818,2019-2020,Fundamentals of traffic operations and control,CIVIL,457,36
6819,2019-2020,Gaussian processes,MATH,426,5
6820,2019-2020,Genomics and bioinformatics,BIO,463,20
6821,2019-2020,Geomechanics,CIVIL,402,76
6822,2019-2020,Geomonitoring,ENV,445,20
6823,2019-2020,Geophysics for engineers,CIVIL,448,14
6824,2019-2020,Global business environment,FIN,523,27
6825,2019-2020,"Global perspectives, local realities I",HUM,440,6
6826,2019-2020,"Global perspectives, local realities II",HUM,440,2
6827,2019-2020,"Global perspectives, local realities II",HUM,460,2
6828,2019-2020,Governing global migration I,HUM,446,1
6829,2019-2020,Graph theory,MATH,360,47
6830,2019-2020,Groundwater and soil remediation,ENV,504,11
6831,2019-2020,Géologie de la construction et de l'environnement,CIVIL,403,46
6832,2019-2020,HF and VHF circuits and techniques I,EE,425,29
6833,2019-2020,HF and VHF circuits and techniques II,EE,525,8
6834,2019-2020,Haptic human robot interfaces,MICRO,553,3
6835,2019-2020,Hardware systems modeling,EE,434,44
6836,2019-2020,Hardware systems modeling I,EE,432,8
6837,2019-2020,Hardware systems modeling II,EE,433,9
6838,2019-2020,Harmonic analysis,MATH,405,3
6839,2019-2020,Heat and mass transfer,ME,341,143
6840,2019-2020,Heterogenous reaction engineering,ChE,403,18
6841,2019-2020,Histoire de l'habitation,AR,427,59
6842,2019-2020,Histoire du béton,AR,425,16
6843,2019-2020,History and the digital,DH,412,4
6844,2019-2020,Human computer interaction,CS,486,22
6845,2019-2020,Hydraulic turbomachines,ME,453,34
6846,2019-2020,Hydraulique fluviale et aménagement de cours d'eau,CIVIL,410,24
6847,2019-2020,Hydrodynamics,ME,444,52
6848,2019-2020,Hydrodynamique acoustique,ME,443,14
6849,2019-2020,Hydrogeophysics,ENV,523,20
6850,2019-2020,Hydrologie urbaine,ENV,417,21
6851,2019-2020,Hydropower plants: generating and pumping units,EE,456,12
6852,2019-2020,Image analysis and pattern recognition,EE,451,60
6853,2019-2020,Image and video processing,EE,550,22
6854,2019-2020,Image processing I,MICRO,511,177
6855,2019-2020,Image processing II,MICRO,512,38
6856,2019-2020,Image processing for Earth observation,ENV,540,16
6857,2019-2020,Imaging optics,MICRO,421,15
6858,2019-2020,Immunoengineering,BIOENG,399,55
6859,2019-2020,Immunology,BIO,479,23
6860,2019-2020,In silico neuroscience,BIOENG,450,18
6861,2019-2020,Indoor air quality and ventilation,CIVIL,460,4
6862,2019-2020,Industrial automation,CS,487,20
6863,2019-2020,Industrial electronics I,EE,465,14
6864,2019-2020,Industrial electronics II,EE,565,5
6865,2019-2020,"Industry dynamics, models & trends",MGT,453,21
6866,2019-2020,Infection biology,BIO,477,36
6867,2019-2020,Information security and privacy,COM,402,111
6868,2019-2020,Information technology & digital strategy,MGT,439,5
6869,2019-2020,Information theory and coding,COM,404,40
6870,2019-2020,Information theory and signal processing,COM,406,12
6871,2019-2020,Infrastructures de transport I,CIVIL,463,36
6872,2019-2020,Infrastructures de transport II,CIVIL,454,20
6873,2019-2020,Innovation & entrepreneurship in engineering,MGT,555,2
6874,2019-2020,Innovation for construction and the environment,CIVIL,424,33
6875,2019-2020,Innovation management,MGT,411,9
6876,2019-2020,Instability,ME,466,46
6877,2019-2020,Intelligent agents,CS,430,70
6878,2019-2020,Intercultural presentation skills,MGT,469,8
6879,2019-2020,Interest rate and credit risk models,FIN,416,37
6880,2019-2020,Introduction au BIM (Building Information Modeling),AR,484,19
6881,2019-2020,Introduction au droit et à l'éthique,BIO,455,74
6882,2019-2020,Introduction au génie chimique TP,ChE,203,26
6883,2019-2020,Introduction to additive manufacturing,ME,413,61
6884,2019-2020,Introduction to algebraic geometry,MATH,428,2
6885,2019-2020,Introduction to computer graphics,CS,341,64
6886,2019-2020,Introduction to database systems,CS,322,105
6887,2019-2020,Introduction to econometrics,MGT,581,21
6888,2019-2020,Introduction to finance,FIN,401,19
6889,2019-2020,Introduction to magnetic materials in modern technologies,MSE,432,8
6890,2019-2020,Introduction to medical radiation physics,PHYS,455,8
6891,2019-2020,Introduction to natural language processing,CS,431,98
6892,2019-2020,Introduction to nuclear engineering,ME,464,41
6893,2019-2020,Introduction to particle accelerators,PHYS,448,11
6895,2019-2020,Introduction à l'informatique visuelle,CS,211,182
6896,2019-2020,Introduction à la géométrie riemannienne,MATH,422,2
6897,2019-2020,Introduction à la physique des astroparticules,PHYS,439,7
6898,2019-2020,Investments,FIN,405,20
6899,2019-2020,La nouvelle architecture internationale en Suisse,AR,498,35
6900,2019-2020,Lab in EDA based design,EE,490,57
6901,2019-2020,Lab in acoustics,EE,490,3
6902,2019-2020,Lab in data science,EE,490,22
6903,2019-2020,Lab in electrical energy systems,EE,490,8
6904,2019-2020,Lab in electrical energy systems,EE,492,8
6905,2019-2020,Lab in microwaves,EE,490,1
6906,2019-2020,Lab in signal and image processing,EE,490,9
6907,2019-2020,Lab methods : animal experimentation,BIOENG,511,9
6908,2019-2020,Lab methods : bioactive compounds screening,BIOENG,512,7
6909,2019-2020,Lab methods : flow cytometry,BIOENG,514,5
6910,2019-2020,Lab methods : histology,BIOENG,516,10
6911,2019-2020,Lab methods : proteomics,BIOENG,517,5
6912,2019-2020,Lab on app development for tablets and smartphones,EE,490,33
6913,2019-2020,Large-area electronics: devices and materials,MICRO,566,5
6914,2019-2020,Laser fundamentals and applications for engineers,MICRO,426,12
6915,2019-2020,Laser microprocessing,MICRO,520,6
6916,2019-2020,Lasers: theory and modern applications,MICRO,422,15
6917,2019-2020,Lattice models,MATH,434,3
6918,2019-2020,Le projet du confort dans l'architecture du XXe s.,AR,428,32
6919,2019-2020,Leading and managing in a global context,MGT,468,5
6920,2019-2020,Learning theory,CS,526,24
6921,2019-2020,Legged robots,MICRO,507,16
6922,2019-2020,Lie groups,MATH,429,3
6923,2019-2020,Life cycle engineering of polymers,MSE,430,18
6924,2019-2020,Lifecycle performance of product systems,ME,516,68
6925,2019-2020,Limnology,ENV,425,6
6926,2019-2020,Linear models,MATH,341,57
6927,2019-2020,Logistique et analyse de la demande,MGT,426,12
6928,2019-2020,Low power electronics: analog mixed signal design,EE,423,72
6929,2019-2020,MEMS practicals I,MICRO,501,20
6930,2019-2020,MEMS practicals II,MICRO,503,15
6931,2019-2020,Machine learning,CS,433,290
6932,2019-2020,Machine learning for DH,DH,406,5
6933,2019-2020,Machine learning for finance,FIN,418,21
6934,2019-2020,Machine learning programming,MICRO,401,33
6935,2019-2020,Macrofinance,FIN,406,26
6936,2019-2020,Magma et principes,AR,430,114
6938,2019-2020,Management de projet et analyse du risque,MGT,427,112
6939,2019-2020,Manufacturing systems and supply chain dynamics,MICRO,448,11
6940,2019-2020,Markov chains and algorithmic applications,COM,516,46
6941,2019-2020,Martingales in financial mathematics,MATH,470,6
6942,2019-2020,Materials and technology of microfabrication,MICRO,431,30
6943,2019-2020,Materials selection,MSE,474,11
6944,2019-2020,Mathematical foundations of signal processing,COM,514,11
6945,2019-2020,Mathematical modelling of DNA,MATH,481,3
6946,2019-2020,Mathematical modelling of behavior,MATH,463,13
6947,2019-2020,Mathematics of data: from theory to computation,EE,556,40
6948,2019-2020,Matériaux et structures,CIVIL,532,28
6949,2019-2020,Mechanics of slender structures,ME,411,35
6950,2019-2020,Media security,EE,552,7
6952,2019-2020,Michelangelo and the experience of space,AR,477,51
6953,2019-2020,Micro/Nano robotics,ME,436,37
6954,2019-2020,Micro/Nanomechanical devices,ME,426,35
6955,2019-2020,Microwaves,EE,445,2
6956,2019-2020,Mobile networks,COM,405,23
6957,2019-2020,Model predictive control,ME,425,89
6958,2019-2020,Modelling and optimization of energy systems,ME,454,35
6959,2019-2020,Modern digital communications: a hands-on approach,COM,430,2
6960,2019-2020,Modern regression methods,MATH,408,10
6961,2019-2020,Modèles stochastiques pour les communications,COM,300,69
6962,2019-2020,Modélisation des systèmes énergétiques,CIVIL,447,7
6963,2019-2020,Modélisation et simulation par éléments finis,ME,373,92
6964,2019-2020,Molecular endocrinology,BIO,450,27
6966,2019-2020,Multivariable control,ME,422,48
6967,2019-2020,Multivariable control and coordination systems,EE,477,23
6968,2019-2020,Multivariate statistics,MATH,444,6
6969,2019-2020,Mécanique des structures (pour GM),ME,232,203
6970,2019-2020,Mécanique vibratoire,ME,332,137
6971,2019-2020,Méthodologie des plans d'expériences,PHYS,442,3
6972,2019-2020,Nanobiotechnology and biophysics,CH,413,18
6973,2019-2020,Nanoelectronics,EE,535,53
6974,2019-2020,Nanomaterials,MSE,477,25
6975,2019-2020,Nanomaterials for chemical engineering application,ChE,430,3
6976,2019-2020,Nanotechnology,MICRO,530,38
6977,2019-2020,Negotiation techniques,MGT,466,6
6978,2019-2020,Network analytics,MGT,416,18
6979,2019-2020,Networked control systems,ME,427,68
6980,2019-2020,Networks out of control,COM,512,12
6981,2019-2020,Neuroengineering of vision,BIOENG,457,22
6982,2019-2020,Neuroscience: behavior and cognition,BIO,483,31
6983,2019-2020,Neuroscience: cellular and circuit mechanisms,BIO,482,56
6984,2019-2020,Neuroscience: from molecular mechanisms to disease,BIO,480,55
6985,2019-2020,New tools & research strategies in personalized health,BIO,491,21
6986,2019-2020,Nonlinear analysis of structures,CIVIL,449,18
6987,2019-2020,"Nonlinear dynamics, chaos and complex systems",PHYS,460,15
6988,2019-2020,Nonlinear optics,PHYS,501,4
6992,2019-2020,Nuclear fusion and plasma physics,PHYS,445,27
6993,2019-2020,Number theory in cryptography,MATH,489,8
6994,2019-2020,Numerical analysis and computational mathematics,MATH,456,7
6995,2019-2020,Numerical approximation of PDEs,MATH,451,23
6996,2019-2020,Numerical flow simulation,ME,474,67
6997,2019-2020,Numerical methods for conservation laws,MATH,459,6
6998,2019-2020,Numerical methods in biomechanics,ME,484,22
6999,2019-2020,Nutrition: from molecules to health,BIO,441,13
7000,2019-2020,Ondes de crue et de rupture de barrage,CIVIL,515,5
7001,2019-2020,Operations: economics & strategy,MGT,528,8
7002,2019-2020,Optical communications,EE,540,9
7003,2019-2020,Optical detectors,MICRO,523,19
7004,2019-2020,Optics laboratories I,MICRO,423,11
7005,2019-2020,Optics laboratories II,MICRO,424,4
7006,2019-2020,Optimal decision making,MGT,483,22
7007,2019-2020,Optimization for machine learning,CS,439,84
7008,2019-2020,Optimization methods,FIN,414,21
7009,2019-2020,Optique I,PHYS,317,26
7010,2019-2020,Optique II,PHYS,318,10
7011,2019-2020,Optique III,PHYS,449,3
7012,2019-2020,Organic and printed electronics,MICRO,505,17
7013,2019-2020,"Organic electronic materials - synthesis, applications, properties",MSE,486,17
7014,2019-2020,Organic semiconductors,MSE,478,3
7015,2019-2020,Organizational behavior,MGT,412,1
7016,2019-2020,Ouvrages hydrauliques et aménagements hydroélectriques,CIVIL,412,64
7017,2019-2020,Particle detection,PHYS,440,8
7018,2019-2020,Particle physics I,PHYS,415,6
7019,2019-2020,Particle physics II,PHYS,416,2
7020,2019-2020,Particle-based methods,ME,476,21
7021,2019-2020,Pharmaceutical biotechnology,ChE,436,11
7022,2019-2020,Pharmacology and pharmacokinetics,BIO,478,27
7023,2019-2020,Photochemistry II,CH,443,7
7024,2019-2020,Photomedicine,CH,448,3
7025,2019-2020,Photonic micro- and nanosystems,MICRO,504,12
7026,2019-2020,Photonic systems and technology,EE,440,5
7027,2019-2020,Physical and computational organic chemistry,CH,431,10
7028,2019-2020,Physical chemistry of polymeric materials,MSE,431,17
7029,2019-2020,Physical models for micro and nanosystems,EE,536,49
7030,2019-2020,Physics and hydrology of snow,ENV,525,20
7031,2019-2020,"Physics of atoms, nuclei and elementary particles",PHYS,411,11
7032,2019-2020,Physics of materials,PHYS,307,4
7033,2019-2020,Physics of novel electronic materials,PHYS,328,7
7034,2019-2020,Physics of nuclear reactors,PHYS,443,16
7035,2019-2020,Physics of photonic semiconductor devices,PHYS,434,5
7036,2019-2020,Physiologie par systèmes I,BIO,376,88
7037,2019-2020,Planification intégrée des infrastructures d'énergie,CIVIL,442,15
7038,2019-2020,Plasma physics II,PHYS,423,12
7039,2019-2020,Plasma physics III,PHYS,424,8
7040,2019-2020,Political Economy of Design,AR,485,21
7041,2019-2020,Polymer chemistry and macromolecular engineering,MSE,437,36
7042,2019-2020,Polymer morphological characterization techniques,MSE,451,5
7043,2019-2020,Ponts en béton,CIVIL,430,31
7044,2019-2020,Powder technology,MSE,462,20
7045,2019-2020,Power system restructuring and deregulation,EE,570,16
7046,2019-2020,Power systems dynamics,EE,470,16
7047,2019-2020,Practical business law,MGT,455,8
7048,2019-2020,Principles and applications of systems biology,ChE,411,27
7049,2019-2020,Principles of computer systems,CS,522,21
7050,2019-2020,Principles of finance,MGT,482,27
7051,2019-2020,Principles of microeconomics,MGT,454,69
7052,2019-2020,Principles of power systems,EE,473,12
7053,2019-2020,Probability theory,MATH,432,3
7054,2019-2020,Process development I,ChE,451,17
7055,2019-2020,Process development II,ChE,452,9
7056,2019-2020,Process development project,ChE,459,11
7057,2019-2020,Process intensification and green chemistry,ChE,408,13
7058,2019-2020,Production management,ME,419,49
7059,2019-2020,Products design & systems engineering,MICRO,406,50
7060,2019-2020,Programming concepts in scientific computing,MATH,458,16
7061,2019-2020,Projets métaphoriques d'Archizoom à Koolhaas,AR,423,77
7062,2019-2020,Properties of semiconductors and related nanostructures,MSE,484,23
7063,2019-2020,Protein mass spectrometry and proteomics,CH,419,3
7064,2019-2020,Public transportation systems,CIVIL,461,18
7065,2019-2020,Quantitative risk management,FIN,417,45
7066,2019-2020,Quantitative risk management,MATH,471,45
7067,2019-2020,Quantitative systems modeling techniques,MGT,430,7
7068,2019-2020,Quantum electrodynamics and quantum optics,PHYS,453,10
7069,2019-2020,Quantum field theory I,PHYS,431,22
7070,2019-2020,Quantum field theory II,PHYS,432,10
7071,2019-2020,Quantum optics and quantum information,PHYS,454,14
7072,2019-2020,Quantum physics III,PHYS,425,24
7073,2019-2020,Quantum physics IV,PHYS,426,16
7074,2019-2020,Radiation and reactor experiments,PHYS,451,11
7075,2019-2020,"Radiation biology, protection and applications",PHYS,450,12
7076,2019-2020,Radiation detection,PHYS,452,15
7078,2019-2020,Reactor technology,PHYS,447,16
7079,2019-2020,Real options and financial structuring,FIN,410,20
7080,2019-2020,Real-time embedded systems,CS,476,17
7081,2019-2020,Recycling of materials,MSE,463,38
7082,2019-2020,Relativity and cosmology I,PHYS,427,15
7083,2019-2020,Relativity and cosmology II,PHYS,428,12
7084,2019-2020,Renewable energy (for ME),ME,460,61
7086,2019-2020,Riemann surfaces,MATH,410,4
7087,2019-2020,Risk management,ENG,430,28
7088,2019-2020,"Risk, rare events and extremes",MATH,447,17
7089,2019-2020,Risques hydrologiques et aménagements,ENV,524,20
7090,2019-2020,Robotics practicals,MICRO,453,11
7091,2019-2020,Robotique industrielle et appliquée,MICRO,451,44
