,section,course_name,id
1018,AR,UE I : Analogue-Digital-Virtuel,414
1019,AR,UE L : Art et architecture I,415
1020,AR,UE N : Art et architecture II,416
1021,AR,UE G : In silico Building (Autumn),417
1022,AR,UE G : In silico Building (Spring),418
1023,AR,Arts visuels et architecture I,419
1024,AR,UE C : Architecture et archéologie,420
1026,AR,Histoire de l'architecture VII,423
1027,AR,Histoire de l'architecture VIII,424
1030,AR,Magma et principes,430
1034,AR,UE E : Architecture et structures,438
1037,AR,UE M : Espace et lumière: le projet d'éclairage,441
1038,AR,Qualité de l'environnement intérieur et architecture: stratégies durables,442
1039,AR,UE Q : Composants et assemblages,446
1040,AR,UE O : Béton. Matière de construction,447
1044,AR,Art et histoire des jardins,453
1049,AR,Sciences de la ville I,459
1050,AR,Sciences de la ville II,460
1051,AR,Théorie de l'espace,461
1052,AR,Habitat et développement urbain,465
1054,AR,Les voies de l'eau,468
1056,AR,Citégraphie / Devenir urbain,477
1058,AR,"Foncier, immobilier, logement",491
1060,AR,Studio MA3 (Gugger),501
1061,AR,Théorie et critique du projet MA3 (Dietz),501
1062,AR,Théorie et critique du projet MA3 (Weinand),501
1063,AR,Théorie et critique du projet MA3 (Lamunière),501
1064,AR,Studio MA3 (Bosshard Vaquer),501
1065,AR,Studio MA3 (Giuliani et Hönger),501
1066,AR,Studio MA3 (Streich),501
1067,AR,Théorie et critique du projet MA3 (Vigano),501
1068,AR,Théorie et critique du projet MA3 (Cache),501
1069,AR,Histoire assistée par ordinateur (HAO),520
1070,AR,De la structure à l'ornement: une histoire culturelle de la construction,521
1071,AR,Difficult Double Double Histories,522
1072,AR,Superarchitecture / Superactualité,524
1076,ENG,"Droit de l'architecte, approfondissements: la réalisation d'une construction",484
1077,ENG,Enquêtes et méthodes quantitatives,485
1078,ENV,Projet ENAC,494
1079,CH,Advanced NMR and imaging,401
1080,CH,Bioanalytics and analytical sensors,402
1081,CH,Mass spectrometry,403
1082,CH,Laboratory information management systems (LIMS),404
1083,CH,Methodology in instrumental chromatography,405
1084,CH,Nuclear magnetic resonance,409
1086,CH,Chemical biology,412
1088,CH,Pharmacological chemistry,414
1090,CH,Catalysis for energy production,421
1091,CH,Catalyst design for synthesis,422
1092,CH,Inorganic reactivity,423
1099,CH,Statistical theories and electronic of solids,441
1100,CH,Photochemistry I,442
1103,CH,Lasers and applications in chemistry,446
1104,CH,Advanced materials for photovoltaics and lighting applications,447
1105,CH,Applied molecular quantum chemistry,451
1108,CH,Spectroscopie analytique,460
1109,CH,Experimental molecular sciences,490
1110,CH,Project in molecular sciences,491
1114,MSE,Polymer physical chemistry and materials properties,431
1116,MSE,Introduction to nanomaterials,479
1118,MSE,Supramolecular aspects of polymeric materials,488
1119,AR,Introduction à l'architecture,429
1120,CIVIL,Géomécanique,402
1123,CIVIL,Voies de circulation,406
1126,CIVIL,Aménagements hydrauliques II,412
1130,CIVIL,Ponts en métal,431
1131,CIVIL,Construction en bois,433
1133,CIVIL,Structures existantes I : Sécurité et durabilité,436
1134,CIVIL,Structures existantes II : Interventions,437
1135,CIVIL,Analyse de risques,438
1139,CIVIL,Réseaux hydrauliques et énergétiques,445
1141,CIVIL,Exploitation ferroviaire,452
1142,CIVIL,Systèmes de transports,453
1143,CIVIL,Transport et télématique,454
1144,CIVIL,Gestion de la maintenance des infrastructures,455
1145,CIVIL,Economie des transports,456
1147,CIVIL,UE : Environnement et GC,472
1153,CIVIL,Interaction sol-structure,500
1156,CIVIL,Advanced methods in computational solid mechanics,523
1163,ENG,Energétique du bâtiment,445
1164,ENG,"Organisation, économie et droit de la construction I",470
1165,ENG,"Organisation, économie et droit de la construction II",471
1171,ME,Methods for rapid production and development,415
1172,ME,Fabrication assistée par ordinateur,416
1173,ME,Computer-aided engineering,417
1179,ME,Mechanics of composites,430
1181,ME,Aeroelasticity and fluid-structure interaction,435
1184,ME,Aérodynamique,445
1190,ME,Powerplants and heat pumps,459
1191,ME,Renewable energy,460
1192,ME,Instability and turbulence,461
1194,ME,Flow of dispersed media,463
1197,ME,Simulation multi-corps assistée par ordinateur,475
1202,ME,"Conception, modélisation et simulation de systèmes de production",499
1203,ME,Lifecycle economic and environmental performance of product systems,516
1207,ME,Numerical methods in heat transfer,571
1209,MGT,Management of Enterprise Networks and Supply Chain Management,527
1216,COM,IT security engineering,418
1222,CS,Microelectronics for systems on chips,474
1225,EE,Analog circuits design I,420
1226,EE,Analog circuits design II,421
1228,EE,VLSI design I,430
1229,EE,VLSI design II,431
1233,EE,Wireless receivers: algorithms and architectures,442
1235,EE,Advanced signal processing,450
1237,EE,"Hydropower plants : hydraulic turbines, storage pumps, and pump turbines",456
1238,EE,Electromechanical conversion,460
1243,EE,Dynamic coordination,477
1244,EE,Emerging renewable power,480
1247,EE,Lab in microelectronics,490
1251,EE,Project in electrical energy systems,491
1252,EE,Project in information technologies,491
1253,EE,Project in micro and nanoelectronics,491
1254,EE,Lab in electrical energy systems,492
1258,EE,Advanced analog and RF integrated circuits design I,520
1259,EE,Advanced analog and RF integrated circuits design II,521
1266,EE,Advanced wireless communications: algorithms and architectures,543
1267,EE,Propagation of electromagnetic waves,545
1269,EE,Propagation of acoustic waves,549
1271,EE,Image communication,551
1273,EE,Speech processing,553
1274,EE,"Systems, architectures and methodologies for information and signal processing",555
1275,EE,Hybrid systems,562
1287,ME,Energy conversion,452
1288,MGT,Optimal decision analysis,483
1289,MICRO,Advanced optics,420
1291,MICRO,Lasers and optics of nanostructures,422
1296,MICRO,Optical waves propagation,567
1304,COM,Real-time networks,413
1305,COM,Signal processing for audio and acoustics,415
1306,COM,Advanced probability,417
1308,COM,IT security engineering TP,418
1309,COM,Statistical neurosciences,421
1312,COM,Software-defined radio: a hands-on course,511
1315,COM,Random walks,516
1317,CS,Big Data,422
1319,CS,Program parallelization on PC clusters,425
1322,CS,Pattern classification and machine learning,433
1325,CS,Color reproduction,441
1328,CS,Foundations of imaging science,445
1341,CS,Model-based system design,478
1342,CS,Computer-supported cooperative work,485
1345,CS,Business plan for IT services,490
1349,CS,Computational molecular biology,551
1358,ENG,Distributed intelligent systems project,466
1360,BIO,IGEM project in synthetic biology,318
1361,BIO,Multidisciplinary organization of medtechs/biotechs,430
1364,BIO,Introduction au droit et à l'éthique en STV,455
1367,BIO,Project in genomics and bioinformatics,466
1370,BIO,Project in translational infectiology,473
1373,BIO,Immunology (advanced topics),479
1374,BIO,Neurosciences I : molecular neuroscience and neurodegeneration,480
1375,BIO,Neurosciences II : cellular neuroscience and networks,482
1376,BIO,Neurosciences III : behavioral and cognitive neuroscience,483
1377,BIO,Laboratory in molecular neuroscience,485
1378,BIO,Laboratory in single-cell electrophysiology,486
1379,BIO,Project in translational neurosciences,487
1380,BIO,Project in translational oncology,488
1381,BIO,New tools and research strategies in personalized medicine,491
1382,BIO,Project in integrative neurosciences,493
1383,BIO,Project in drug discovery,494
1387,BIOENG,Project in biophotonics and bioimaging,411
1388,BIOENG,Chemical biology - tools and methods,447
1390,BIOENG,Project in translational immunology,476
1396,BIOENG,Lab methods : genetherapy in neurological diseases,515
1399,BIOENG,Stage d'ingénieur (master en Sciences et technologie du vivant),596
1407,ChE,Advanced principles and applications of systems biology,421
1409,MATH,Advanced analysis I,400
1410,MATH,Advanced analysis II,401
1411,MGT,Economics of innovation in the biomedical industry,403
1416,PHYS,Diffraction methods in structural biology,437
1434,BIOENG,Project in biomechanical engineering,412
1435,BIOENG,Project in nanoscale bioengineering,414
1436,BIOENG,Project in regenerative medicine,415
1437,BIOENG,Project in systems bioengineering,416
1438,BIOENG,Project in translational bioengineering,438
1439,BIOENG,Artificial organs and systems,441
1463,ME,Mécanique des structures II,232
1473,MSE,Materials science,403
1474,PHYS,Biophysique I,301
1475,PHYS,Biophysics II,302
1480,CS,Computational game theory & applications,436
1482,FIN,Quantitative methods in finance,402
1487,FIN,Empirical methods in Finance,407
1488,FIN,Stochastic calculus I,408
1489,FIN,Stochastic calculus II,409
1491,FIN,Behavioral finance,422
1493,FIN,Credit risk,504
1494,FIN,Fixed income analysis,505
1495,FIN,Advanced topics in financial econometrics,521
1498,FIN,Securitization & the financial crisis,524
1501,MATH,Quantitative risk management,471
1503,COM,Applied probability & stochastic processes,419
1510,MGT,B2B - high-tech marketing,402
1511,MGT,Technology & innovation management (a),405
1512,MGT,Technology & innovation management (b),405
1513,MGT,Innovation & management in the energy industry,407
1514,MGT,Politique technologique et transition énergétique,408
1515,MGT,Entrepreneurship & new venture strategy (a),413
1516,MGT,Entrepreneurship & new venture strategy (b),413
1519,MGT,Introduction to quality management and management systems,428
1520,MGT,Business information systems,429
1522,MGT,Information: strategy & economics,431
1523,MGT,Information technology and e-business strategy,439
1528,MGT,Leadership & human resource management in a global context,468
1529,MGT,Presentation skills,469
1533,MGT,Early detection of innovation potential,500
1534,MGT,Economics of Innovation,501
1535,MGT,Technology strategy & corporate entrepreneurship,503
1536,MGT,Entrepreneurship laboratory (e-lab),517
1540,MGT,Corporate governance,552
1541,MGT,Econometrics: data analysis & empirical methods,581
1544,COM,Signal processing for communications,303
1549,MATH,Analyse fonctionnelle II,404
1550,MATH,Elliptic partial differential equations,406
1551,MATH,Analysis on groups,416
1552,MATH,Topics in number theory,417
1553,MATH,Riemannian geometry I,422
1554,MATH,Introduction to algebraic geometry,428
1555,MATH,Riemannian geometry II,429
1556,MATH,Théorie du calcul stochastique,431
1557,MATH,Probability theory,432
1558,MATH,Contrôle stochastique,433
1561,MATH,Statistique multivariée,444
1563,MATH,Numerical approximation of PDE's I,451
1564,MATH,Numerical integration of dynamical systems,452
1566,MATH,Numerical approximation of PDE's II,457
1567,MATH,Numerical methods for conservation laws,459
1570,MATH,Packing and covering,465
1571,MATH,Martingales in financial mathematics,470
1572,MATH,Representations of quivers,473
1573,MATH,Representations of the symmetric group,486
1574,MATH,Projet de Mathématiques III,498
1575,MATH,Projet Analyse de données,498
1576,MATH,Projet de mathématiques IV,499
1581,CH,Dynamique moléculaire et simulation Monte-Carlo,351
1582,CH,Introduction to electronic structure methods,353
1588,CS,Algorithms,250
1589,CS,Software engineering,305
1601,MATH,Computer algebra,316
1602,MATH,Introduction to the finite elements method,350
1607,MATH,Parallel computing and pthreads,454
1613,MATH,Projet CSE I,591
1614,MATH,Projet CSE II,592
1615,MATH,Projet CSE III,593
1616,MATH,Stage d'ingénieur (master en Sciences et ingénierie computationnelles),595
1622,MSE,Quantum simulations of materials: Properties and spectroscopies,468
1623,PHYS,Computational physics III,332
1625,PHYS,Computer simulation of physical systems II,404
1648,MICRO,Optique TP,423
1649,MICRO,Scaling laws in micro- and nanosystems,430
1650,MICRO,Technologie des microstructures II,431
1651,MICRO,Microelectronics,432
1652,MICRO,Microsystèmes et capteurs TP I,433
1653,MICRO,Techniques d'assemblage I,440
1654,MICRO,Assemblage et robotique TP,442
1658,MICRO,Robotics practicals,453
1659,MICRO,Mobile robots,454
1663,MICRO,Commande d'actionneurs à l'aide d'un microprocesseur + TP,510
1666,MICRO,Integrated optics,522
1667,MICRO,Méthodes de détection optique,523
1669,MICRO,Reliability of MEMS,533
1671,MICRO,A guided tour for engineers in applied stochastic modelling,541
1677,MICRO,Opto- and macroelectronic materials,566
1682,CH,Physique moléculaire,462
1683,ME,Advanced Fossil and Renewable Energy Systems,442
1690,PHYS,Experimental methods in physics I,405
1691,PHYS,Experimental methods in physics II,406
1694,PHYS,Particules élémentaires I,415
1695,PHYS,Particules élémentaires II,416
1696,PHYS,Physique du solide III,419
1706,PHYS,Relativistic quantum fields I,431
1707,PHYS,Relativistic quantum fields II,432
1708,PHYS,Semiconductor electronic and optoelectronic devices I,433
1709,PHYS,Semiconductor electronic and optoelectronic devices II,434
1717,PHYS,Neutronics,443
1720,PHYS,Optics III,449
1721,PHYS,Electrodynamique et Optique quantique,453
1726,ChE,Introduction to chemical engineering I,201
1727,ChE,Introduction au génie chimique II,202
1728,ChE,Polyelectrolytes and biopolymers,412
1731,ENV,"Analyse du cycle de vie, écobilan",370
1732,ME,Conception pour X,312
1733,ME,Mécanique vibratoire,332
1739,MICRO,Composants semiconducteurs,312
1740,MICRO,Capteurs,330
1741,MICRO,Technologie des microstructures I,331
1742,MICRO,Méthodes de production,340
1750,MSE,Experimental data analysis and modelization,400
1751,MSE,Mathematical modelling for materials science and engineering,404
1752,MSE,Deformation and fracture Laboratory Work,411
1758,MSE,Electron microscopy: advanced methods,450
1760,MSE,Micro and nanostructuration of materials,461
1764,MSE,Thin film fabrication processes,465
1765,MSE,"Wood structures, properties and uses",466
1767,MSE,Seminar series on advances in materials,470
1769,MSE,Matériaux pierreux et conservation du patrimoine bâti,472
1770,MSE,Materials for sport,473
1772,MSE,Advanced nanomaterials,477
1774,MSE,Dielectric and optical properties of materials,480
1775,MSE,"Semiconductor materials and properties, from the bulk to the nanostructure",484
1778,MSE,Advanced semiconductor nanomaterials,487
1780,MSE,Research project in materials I,490
1781,MSE,Research project in materials II,490
1784,PHYS,Optique I,317
1794,COM,Satellite communications systems and networks,414
1806,COM,Advanced digital communications,510
1845,EE,Biometrics,513
1855,HUM,Études musicales,209
1856,HUM,Études musicales,228
1857,HUM,Études musicales,309
1858,HUM,Études musicales,331
1859,HUM,Pratiques artistiques I,401
1860,HUM,Pratiques artistiques II,401
1861,HUM,Going East I,402
1862,HUM,Going East II,402
1863,HUM,Experimental cognitive psychology I,403
1864,HUM,Experimental cognitive psychology II,403
1865,HUM,Culture médiatique I,404
1866,HUM,Culture médiatique II,404
1867,HUM,"Internet : enjeux sociaux, enjeux mondiaux I",405
1868,HUM,"Internet : enjeux sociaux, enjeux mondiaux II",405
1869,HUM,"Musique, politique, société I",406
1870,HUM,"Musique, politique, société II",406
1871,HUM,Design graphique V,407
1872,HUM,Design graphique VI,407
1873,HUM,Design industriel V,408
1874,HUM,Design industriel VI,408
1875,HUM,Images de la nature I,409
1876,HUM,Images de la nature II,409
1877,HUM,Droit et technique I,410
1878,HUM,Droit et technique II,410
1879,HUM,"Énergie, climat, économie et société I",411
1880,HUM,"Énergie, climat, économie et société II",411
1881,HUM,Enjeux éthiques contemporains I,412
1882,HUM,Enjeux éthiques contemporains II,412
1883,HUM,Études musicales,414
1884,HUM,Études musicales,414
1885,HUM,Géopolitique et politique de la mondialisation I,415
1886,HUM,Géopolitique et politique de la mondialisation II,415
1887,HUM,Hommes/machines I,416
1888,HUM,Hommes/machines II,416
1889,HUM,"Philosophy, epistemology and history of science I",417
1890,HUM,"Philosophy, epistemology and history of science II",417
1891,HUM,Histoire de l'image I,418
1892,HUM,Histoire de l'image II,418
1893,HUM,Mythes de la Méditerranée ancienne I,419
1894,HUM,Mythes de la Méditerranée ancienne II,419
1895,HUM,Psychologie sociale I,420
1896,HUM,Psychologie sociale II,420
1897,HUM,Understanding modern Switzerland II,422
1898,HUM,Langue et culture : Hindi,423
1899,HUM,Langue et culture : Mandarin,424
1900,HUM,Histoire des technologies I,426
1901,HUM,Histoire des technologies II,426
1902,HUM,Histoire de la mondialisation I,427
1903,HUM,Histoire de la mondialisation II,427
1904,HUM,"Science, technologie et société I",428
1905,HUM,"Science, technologie et société II",428
1906,HUM,Philosophy of life sciences I,429
1907,HUM,Philosophy of life sciences II,429
1908,HUM,Langue et culture : Arabe,431
1909,HUM,How people learn I,432
1910,HUM,How people learn II,432
1911,HUM,Digital humanities I,433
1912,HUM,Digital humanities II,433
1913,HUM,Chine: la renaissance d'une grande puissance I,434
1914,HUM,Chine: la renaissance d'une grande puissance II,434
1915,HUM,Gestion des organisations I,435
1916,HUM,Gestion des organisations II,435
1917,AR,Théorie et critique du projet MA1 (Eliet & Lehmann),401
1922,AR,Théorie et critique du projet MA1 (Kempe & Thill),401
1923,AR,Théorie et critique du projet MA1 (Rollet),401
1925,AR,Théorie et critique du projet MA1 (Giuliani et Hönger),401
1926,AR,Théorie et critique du projet MA2 (Eliet & Lehmann),402
1928,AR,Théorie et critique du projet MA2 (Geers),402
1931,AR,Théorie et critique du projet MA2 (Kempe & Thill),402
1932,AR,Théorie et critique du projet MA2 (Rollet & Tirone),402
1934,AR,Théorie et critique du projet MA2 (Giuliani & Hönger),402
1939,AR,UE L : Art et architecture: construire l'image I,415
1955,AR,Confort et architecture: stratégies durables,442
1972,AR,Les quatre éléments et l'architecture,470
1978,AR,UE S : Architectures / dessins / hétérotopies,510
1979,AR,Théorie et critique de l'art,511
1980,AR,UE T : Techniques tridimensionnelles,512
1981,AR,Cinéma et architecture,513
1985,AR,Architecture autonome,526
1986,AR,Passer à l'acte,528
2030,CIVIL,Modélisation des systèmes de transports,446
2036,ChE,Chemical processes of sustainable and renewable energy,406
2056,ENG,Project in energy management and sustainability I,472
2057,ENG,Project in energy management and sustainability II,472
2064,ENV,Advanced solid waste treatment,500
2066,ENV,Fate and behaviour of organic pollutants,507
2069,ENV,Geocomputation,546
2071,ENV,Stage d'ingénieur crédité avec le PDM (master en Gestion de l'énergie et construction durable),593
2094,MICRO,L'ingénieur dans R&D industriels,540
2106,CIVIL,Hydraulic and hydroelectric structures and schemes,412
2125,CIVIL,Développements en économie des transports,456
2127,CIVIL,Economie des réseaux d'infrastructures,458
2140,CIVIL,Glass structures and facades,528
2142,CIVIL,Analysis and mitigation of geohazards,531
2160,ME,Design methodology,420
2214,EE,Fundamentals of VLSI design,429
2253,EE,Modeling of emerging electron devices,537
2296,COM,Audio signal processing and virtual acoustics,415
2309,CS,Discrete computational geometry,412
2327,CS,Convex optimization and applications,454
2342,CS,"Synthesis, analysis and verification",550
2369,BIO,Neurosciences II : cellular mechanisms of brain function,482
2375,BIO,Scientific literature analysis in molecular medicine,489
2379,BIO,Semester project in life sciences & technology,496
2423,BIO,Scientific project design in regenerative medicine and diagnostics,469
2436,BIOENG,Semester project in Bioengineering,489
2450,ME,Mécanique des structures (pour GM),232
2463,PHYS,Biophysics I,301
2491,MATH,Computational finance,472
2499,MGT,Technology & innovation management,405
2502,MGT,D. Thinking: human-centered solutions to real world problems,409
2538,MATH,Linear PDE's,407
2541,MATH,Algebraic K-theory,419
2542,MATH,Géométrie riemanienne I,422
2554,MATH,Geometric graph theory,466
2557,MATH,Arithmetic groups,487
2558,MATH,Finite-dimensional algebras,488
2559,MATH,Numerical integration of stochastic differential equations,490
2560,MATH,Topics in geometry,491
2561,MATH,Projet de Mathématiques (master),498
2637,MICRO,Optics laboratories,423
2639,MICRO,Microstructures technology II,431
2642,MICRO,Microsystèmes et capteurs TP II,434
2644,MICRO,Techniques d'assemblage II,441
2666,MICRO,Bio-inspired artificial intelligence,551
2682,PHYS,Physique des nouveaux matériaux,328
2719,PHYS,Radiation protection & radiation applications,450
2728,PHYS,Optique II,318
2752,PHYS,Semiconductor physics and fundamentals of electronic devices,433
2827,PHYS,Cold atoms and quantum simulation,410
2916,ChE,Introduction au génie chimique TP,203
2932,MICRO,Industrialisation,343
2977,PHYS,Metrology I,458
2978,PHYS,Metrology II,459
3014,MSE,Specialisation project in materials,490
3102,ME,Modélisation et simulation par éléments finis,373
3250,CS,Analytic methods in algorithms and complexity,435
3270,CS,Personal interaction studio,489
3327,CS,Analytic algorithms,435
3400,CS,Algebraic coding theory,437
3443,UNIL,Biometrics,402
3523,BIOENG,Introduction to cellular and molecular biotechnology,430
3527,ChE,Equilibrium-stage separation processes,401
3528,ChE,Advanced diffusional separation processes,402
3529,ChE,Chemical engineering of heterogenous reaction,403
3530,ChE,Environment chemical and biological technology,404
3533,ChE,Eco-friendly production and process intensification,408
3541,ChE,Process development project,459
3546,ENG,Management of industrial production,434
3626,AR,Bioclimatic buildings and districts,403
3631,ChE,Energy systems engineering,304
3634,EE,Fundamentals of electrical circuits and systems,405
3640,EE,Principles of power systems,473
3646,EE,Stage d'ingénieur crédité avec le PDM (master en Energy science and technology),595
3647,ENG,"Energy supply, economics and transition",410
3659,ENV,Life cycle assessment in energy systems,510
3661,ME,Heat and mass transfer,341
3690,EE,Hardware systems modeling,434
3699,EE,Stage d'ingénieur crédité avec le PDM (master en Génie électrique et électronique),597
3700,EE,Projet de master MNIS pour étudiants de Grenoble,599
3701,EE,Projet de master MNIS pour étudiants de Turin,599
3784,BIOENG,Industry internship in bioengineering,596
3819,MATH,Combinatorial geometry,402
3820,MATH,Low-rank approximation techniques,403
3822,MATH,Harmonic analysis,405
3825,MATH,Riemann surfaces,410
3827,MATH,Stochastic simulation,414
3830,MATH,Equations aux dérivées partielles d'évolution,421
3831,MATH,Introduction à la géométrie riemannienne,422
3832,MATH,Differential geometry of framed curves,423
3833,MATH,Spatial statistics,425
3834,MATH,Gaussian processes,426
3836,MATH,Lie groups,429
3839,MATH,Lattice models,434
3840,MATH,Bayesian computation,435
3841,MATH,Homotopical algebra,436
3842,MATH,Calculus of variations,437
3843,MATH,Statistical genetics,438
3846,MATH,Multivariate statistics,444
3848,MATH,Statistical analysis of network data,448
3849,MATH,Biostatistics,449
3852,MATH,Combinatorial statistics,455
3855,MATH,Convexity,461
3857,MATH,TNT: Automorphic forms and L-functions,464
3860,MATH,Parabolic and hyperbolic PDE's,469
3862,MATH,Complex manifolds,473
3863,MATH,Statistics for genomic data analysis,474
3865,MATH,Optimal transport,476
3866,MATH,Dispersive PDEs,478
3867,MATH,Linear algebraic groups,479
3868,MATH,Mathematical modelling of DNA,481
3870,MATH,Statistical mechanics and Gibbs measures,486
3871,MATH,Algebraic K-theory,488
3873,MATH,Representation theory of semisimple lie algebras,492
3876,MATH,Stage d'ingénieur (master en Ingénierie mathématique),596
3877,MATH,Stage d'ingénieur crédité avec le PDM (master en Ingénierie mathématique),597
3878,ETH,Nuclear energy systems,401
3879,ETH,Nuclear fuels and materials,402
3880,ETH,Safety of nuclear power plants,403
3881,ETH,Biomedical imaging,427
3882,ETH,"Renewable energy technologies II, energy storage and conversion",431
3883,ETH,Computational multiphase thermal fluid dynamics,433
3884,ETH,Multi-phase flow,434
3885,ETH,Computational neuroimaging clinic,444
3886,ETH,Introduction to quantum mechanics for engineers,445
3887,ETH,Magnetic resonance imaging in medicine,446
3888,ETH,Monte Carlo in medical physics,447
3889,ETH,Radiation imaging for industrial applications,448
3890,ETH,Therapeutic Applications of Particle Physics: Principles and Practice of Particle Therapy,449
3891,ETH,Technology and policy of electrical energy storage,450
3892,ETH,"The energy challenge - the role of technology, business and society",451
3893,ETH,Medical physics II,452
3894,ETH,Micro and nano-tomography of biological tissues,453
3895,ETH,Advanced topics in nuclear reactor materials,530
3896,ETH,Nuclear computations lab,531
3897,ETH,Beyond-design-basis safety,532
3898,ETH,Decommissioning of nuclear power plants,533
3899,ETH,Semester project nuclear engineering,590
3908,PHYS,Radiation and reactor experiments,451
3910,PHYS,Introduction to medical radiation physics,455
3911,PHYS,Elective project,490
3912,PHYS,Stage d'ingénieur (master en Génie nucléaire),595
3958,PHYS,Stage d'ingénieur (master en Ingénierie physique),596
3959,HUM,Pratiques artistiques I,401
3960,HUM,Experimental cognitive psychology I,403
3961,HUM,Culture médiatique I,404
3962,HUM,Culture médiatique II,405
3963,HUM,"Musique, politique, société I",406
3964,HUM,Design graphique V,407
3965,HUM,Design industriel V,408
3966,HUM,Images de la nature I,409
3967,HUM,Droit et technique I,410
3968,HUM,Design graphique VI,411
3969,HUM,Enjeux éthiques de l'ingénieur I,412
3970,HUM,Design industriel VI,413
3971,HUM,Droit et technique II,414
3972,HUM,Études musicales II,415
3973,HUM,Hommes/machines I,416
3974,HUM,Philosophical perspectives on the exact sciences I,417
3975,HUM,Histoire de l'image I,418
3976,HUM,Mythes de la Méditerranée ancienne I,419
3977,HUM,Psychologie sociale I,420
3978,HUM,Psychologie sociale II,421
3979,HUM,Understanding modern Switzerland I,422
3980,HUM,"Science, technologie et société II",426
3981,HUM,History of globalization I,427
3982,HUM,"Science, technologie et société I",428
3983,HUM,Philosophy of life sciences I,429
3984,HUM,Philosophy of life sciences II,430
3985,HUM,How people learn I,432
3986,HUM,How people learn II,433
3987,HUM,Chine: la renaissance d'une grande puissance I,434
3988,HUM,Gestion des organisations I,435
3989,HUM,Sciences et religions I,436
3990,HUM,La recherche dans tous ses états I,437
3991,HUM,Chine: la renaissance d'une grande puissance II,438
3992,HUM,Humanités digitales I,439
3993,HUM,"Global perspectives, local realities I",440
3994,HUM,Création collective: arts-impro & ingénierie I,441
3995,HUM,Enjeux socio-politiques du numérique I,442
3996,HUM,Création collective: arts-impro & ingénierie II,443
3997,HUM,Contemporary Japan I,444
3998,HUM,Contemporary Japan II,445
3999,HUM,Governing global migration I,446
4000,HUM,Governing global migration II,447
4001,HUM,Sciences et religions II,448
4002,HUM,Enjeux socio-politiques du numérique II,449
4003,HUM,Pratiques artistiques II,451
4004,HUM,Mythes de la Méditerranée ancienne II,452
4005,HUM,Philosophical perspectives on the exact sciences II,453
4006,HUM,La recherche dans tous ses états II,455
4007,HUM,Humanités digitales II,456
4008,HUM,Experimental cognitive psychology II,457
4009,HUM,"Musique, politique, société II",458
4010,HUM,Enjeux éthiques de l'ingénieur II,459
4011,HUM,"Global perspectives, local realities II",460
4012,HUM,Gestion des organisations II,461
4013,HUM,History of globalization II,462
4014,HUM,Hommes/machines II,463
4015,HUM,Images de la nature II,464
4016,HUM,Understanding modern Switzerland II,465
4017,HUM,Histoire de l'image II,467
4018,HUM,Patrimoine et numérisation: Montreux Jazz Memories I,468
4019,HUM,"Patrimoine, numérisation et projet collaboratif II",469
4020,HUM,Economic growth and sustainability II,470
4021,HUM,Economic growth and sustainability I,471
4040,HUM,Economie et politique de l'énergie I,411
4041,HUM,Economie et politique de l'énergie II,411
4042,HUM,Enjeux éthiques de l'ingénieur I,412
4043,HUM,Enjeux éthiques de l'ingénieur II,412
4044,HUM,Études musicales II,414
4055,HUM,Understanding modern Switzerland I,422
4057,HUM,History of globalization I,427
4058,HUM,History of globalization II,427
4069,HUM,Sciences et religions I,436
4070,HUM,Sciences et religions II,436
4071,HUM,La recherche dans tous ses états I,437
4072,HUM,La recherche dans tous ses états II,437
4073,HUM,Humanités digitales I,439
4074,HUM,Humanités digitales II,439
4075,HUM,"Global perspectives, local realities I",440
4076,HUM,"Global perspectives, local realities II",440
4077,HUM,Création collective: arts-impro & ingénierie I,441
4078,HUM,Création collective: arts-impro & ingénierie II,441
4079,HUM,Enjeux socio-politiques du numérique I,442
4080,HUM,Enjeux socio-politiques du numérique II,442
4127,HUM,Histoire sociale des technologies I,426
4128,HUM,Histoire sociale des technologies II,426
4213,AR,Théorie et critique du projet MA1 (Boltshauser),401
4214,AR,Théorie et critique du projet MA1 (Escher et GuneWardena),401
4215,AR,Théorie et critique du projet MA1 (Graber et Pulver),401
4217,AR,Théorie et critique du projet MA1 (Lütjens et Padmanabhan),401
4222,AR,Théorie et critique du projet MA2 (Boltshauser),402
4223,AR,Théorie et critique du projet MA2 (Escher et GuneWardena),402
4224,AR,Théorie et critique du projet MA2 (Graber et Pulver),402
4226,AR,Théorie et critique du projet MA2 (Lütjens et Padmanabhan),402
4235,AR,Projets métaphoriques d'Archizoom à Koolhaas,423
4236,AR,Architecture and existing buildings,424
4249,AR,Cohérences aventureuses,444
4252,AR,Energie solaire et architecture,449
4260,AR,Sciences de la ville,459
4266,AR,L'architecture du paysage,478
4267,AR,L'hyperréalité,479
4268,AR,UE V : Architecture et bois,480
4269,AR,UE W : Reading construction,482
4270,AR,Conception interactive des formes structurales,483
4284,PENS,Solar decathlon summer workshop,491
4285,PENS,Swiss Living Challenge,492
4286,AR,Théorie et critique du projet MA1 (Dreier et Frenzel),401
4291,AR,Théorie et critique du projet MA1 (Tombesi et Pathijara),401
4292,AR,Théorie et critique du projet MA1 (Lacaton et Druot),401
4298,AR,Théorie et critique du projet MA2 (Tombesi et Vannucci),402
4299,AR,Théorie et critique du projet MA2 (Lacaton et Druot),402
4309,AR,Theories of Postmodern Architecture,424
