,course_name,year,section,nr_students
16137,"Organisation, économie et droit de la construction II",2013-2014,Génie civil,16
16138,"Organisation, économie et droit de la construction II",2014-2015,Génie civil,13
16139,"Organisation, économie et droit de la construction II",2015-2016,Génie civil,17
16140,"Organisation, économie et droit de la construction II",2016-2017,Génie civil,18
16141,"Organisation, économie et droit de la construction II",2017-2018,Génie civil,5
16142,Organizational behavior,2015-2016,"Management, technologie et entrepreneuriat",4
16143,Organizational behavior,2017-2018,"Management, technologie et entrepreneuriat",1
16144,Organizational behavior,2019-2020,"Management, technologie et entrepreneuriat",1
16145,Organometallic chemistry,2012-2013,Chimie et génie chimique,73
16146,Organometallic chemistry,2013-2014,Chimie et génie chimique,82
16147,Organometallic chemistry,2014-2015,Chimie et génie chimique,47
16148,Organometallic chemistry,2015-2016,Chimie et génie chimique,42
16149,Organometallic chemistry,2016-2017,Chimie et génie chimique,62
16150,Organometallic chemistry,2017-2018,Chimie et génie chimique,49
16151,Organometallic chemistry,2018-2019,Chimie et génie chimique,49
16152,Organometallic chemistry,2019-2020,Chimie et génie chimique,24
16153,Outils d'analyse socio-spatiale,2005-2006,Architecture,21
16154,Outils d'analyse socio-spatiale,2006-2007,Architecture,10
16155,Outils d'analyse socio-spatiale,2007-2008,Architecture,32
16156,Outils d'analyse socio-spatiale,2008-2009,Architecture,18
16157,Outils informatiques,2004-2005,Génie électrique et électronique,33
16158,Outils informatiques,2005-2006,Génie électrique et électronique,30
16159,Outils informatiques,2006-2007,Génie électrique et électronique,36
16160,Outils informatiques,2007-2008,Génie électrique et électronique,30
16161,Outils informatiques,2008-2009,Génie électrique et électronique,33
16162,Outils informatiques,2009-2010,Génie électrique et électronique,23
16163,Outils informatiques,2010-2011,Génie électrique et électronique,26
16164,Outils informatiques,2011-2012,Génie électrique et électronique,27
16165,Ouvrages et aménagements hydrauliques,2010-2011,Génie civil,50
16166,Ouvrages et aménagements hydrauliques,2010-2011,Sciences et ingénierie de l'environnement,51
16167,Ouvrages et aménagements hydrauliques,2011-2012,Génie civil,77
16168,Ouvrages et aménagements hydrauliques,2011-2012,Sciences et ingénierie de l'environnement,46
16169,Ouvrages et aménagements hydrauliques,2012-2013,Génie civil,66
16170,Ouvrages et aménagements hydrauliques,2012-2013,Sciences et ingénierie de l'environnement,42
16171,Ouvrages et aménagements hydrauliques,2013-2014,Génie civil,88
16172,Ouvrages et aménagements hydrauliques,2013-2014,Sciences et ingénierie de l'environnement,39
16173,Ouvrages et aménagements hydrauliques,2014-2015,Génie civil,100
16174,Ouvrages et aménagements hydrauliques,2014-2015,Sciences et ingénierie de l'environnement,42
16175,Ouvrages et aménagements hydrauliques,2015-2016,Génie civil,77
16176,Ouvrages et aménagements hydrauliques,2015-2016,Passerelle HES - GC,5
16177,Ouvrages et aménagements hydrauliques,2015-2016,Sciences et ingénierie de l'environnement,27
16178,Ouvrages et aménagements hydrauliques,2016-2017,Génie civil,49
16179,Ouvrages et aménagements hydrauliques,2016-2017,Passerelle HES - GC,4
16180,Ouvrages et aménagements hydrauliques,2016-2017,Sciences et ingénierie de l'environnement,28
16181,Ouvrages et aménagements hydrauliques,2017-2018,Génie civil,40
16182,Ouvrages et aménagements hydrauliques,2017-2018,Passerelle HES - GC,2
16183,Ouvrages et aménagements hydrauliques,2017-2018,Sciences et ingénierie de l'environnement,26
16184,Ouvrages et aménagements hydrauliques,2018-2019,Génie civil,45
16185,Ouvrages et aménagements hydrauliques,2018-2019,Passerelle HES - GC,2
16186,Ouvrages et aménagements hydrauliques,2018-2019,Sciences et ingénierie de l'environnement,43
16187,Ouvrages et aménagements hydrauliques,2019-2020,Génie civil,51
16188,Ouvrages et aménagements hydrauliques,2019-2020,Passerelle HES - GC,1
16189,Ouvrages et aménagements hydrauliques,2019-2020,Sciences et ingénierie de l'environnement,37
16190,Ouvrages géotechniques,2010-2011,Génie civil,51
16191,Ouvrages géotechniques,2011-2012,Génie civil,91
16192,Ouvrages géotechniques,2012-2013,Génie civil,81
16193,Ouvrages géotechniques,2013-2014,Génie civil,96
16194,Ouvrages géotechniques,2014-2015,Génie civil,111
16195,Ouvrages géotechniques,2015-2016,Génie civil,90
16196,Ouvrages géotechniques,2016-2017,Génie civil,53
16197,Ouvrages géotechniques,2016-2017,Passerelle HES - GC,4
16198,Ouvrages géotechniques,2017-2018,Génie civil,44
16199,Ouvrages géotechniques,2017-2018,Passerelle HES - GC,2
16200,Ouvrages géotechniques,2018-2019,Génie civil,50
16201,Ouvrages géotechniques,2018-2019,Passerelle HES - GC,2
16202,Ouvrages géotechniques,2019-2020,Génie civil,48
16203,Ouvrages géotechniques,2019-2020,Passerelle HES - GC,1
16204,Ouvrages hydrauliques et aménagements hydroélectriques,2015-2016,Génie civil,118
16205,Ouvrages hydrauliques et aménagements hydroélectriques,2016-2017,Génie civil,109
16206,Ouvrages hydrauliques et aménagements hydroélectriques,2017-2018,Génie civil,70
16207,Ouvrages hydrauliques et aménagements hydroélectriques,2018-2019,Génie civil,46
16208,Ouvrages hydrauliques et aménagements hydroélectriques,2019-2020,Génie civil,64
16209,Ouvrages souterrains,2005-2006,Génie civil,1
16210,P-adic numbers and applications,2019-2020,Mathématiques - master,2
16211,Packing and covering,2012-2013,Ingénierie mathématique,1
16212,Packing and covering,2012-2013,Mathématiques - master,1
16213,Packing and covering,2013-2014,Mathématiques - master,3
16214,Packing and covering,2016-2017,Ingénierie mathématique,5
16215,Packing and covering,2016-2017,Mathématiques - master,4
16216,Parabolic and hyperbolic PDE's,2016-2017,Ingénierie mathématique,2
16217,Parabolic and hyperbolic PDE's,2016-2017,Mathématiques - master,1
16218,Parabolic and hyperbolic PDE's,2018-2019,Ingénierie mathématique,1
16219,Parabolic and hyperbolic PDE's,2018-2019,Mathématiques - master,1
16220,Parabolic and hyperbolic PDE's,2018-2019,Mathématiques pour l'enseignement,1
16221,Parallel and Distributed Query Processing,2012-2013,Informatique et communications,3
16222,Parallel and high-performance computing,2015-2016,Science et ingénierie computationnelles,22
16223,Parallel and high-performance computing,2016-2017,Science et ingénierie computationnelles,15
16224,Parallel and high-performance computing,2017-2018,Science et ingénierie computationnelles,10
16225,Parallel and high-performance computing,2018-2019,Science et ingénierie computationnelles,10
16226,Parallel and high-performance computing,2019-2020,Science et ingénierie computationnelles,8
16227,Parallel computing and pthreads,2010-2011,Science et ingénierie computationnelles,6
16228,Parallel computing and pthreads,2011-2012,Science et ingénierie computationnelles,11
16229,Parallel computing and pthreads,2012-2013,Science et ingénierie computationnelles,7
16230,Parallel computing and pthreads,2013-2014,Science et ingénierie computationnelles,12
16231,Parallel computing and pthreads,2014-2015,Science et ingénierie computationnelles,5
16232,Parallelism and concurrency,2015-2016,Informatique,98
16233,Parallelism and concurrency,2015-2016,Passerelle HES - IN,3
16234,Parallelism and concurrency,2015-2016,Systèmes de communication,39
16235,Parallelism and concurrency,2016-2017,Informatique,89
16236,Parallelism and concurrency,2016-2017,Passerelle HES - IN,2
16237,Parallelism and concurrency,2016-2017,Systèmes de communication,48
16238,Parallelism and concurrency,2017-2018,Informatique,99
16239,Parallelism and concurrency,2017-2018,Systèmes de communication,90
16240,Parallelism and concurrency,2018-2019,Informatique,101
16241,Parallelism and concurrency,2018-2019,Passerelle HES - IN,6
16242,Parallelism and concurrency,2018-2019,Systèmes de communication,43
16243,Parallelism and concurrency,2019-2020,Informatique,121
16244,Parallelism and concurrency,2019-2020,Passerelle HES - IN,5
16245,Parallelism and concurrency,2019-2020,Systèmes de communication,48
16246,Parallélisation de programmes sur grappes de PC,2004-2005,Informatique,21
16247,Parallélisation de programmes sur grappes de PC,2005-2006,Informatique,34
16248,Parallélisation de programmes sur grappes de PC,2006-2007,Informatique,37
16249,Parallélisation de programmes sur grappes de PC,2007-2008,Informatique,40
16250,Parallélisation de programmes sur grappes de PC,2008-2009,Informatique,15
16251,Part 1 : Introduction to Area and Cultural Studies,2011-2012,Area and Cultural Studies minor,3
16252,Part 1 : Introduction to Area and Cultural Studies,2012-2013,Area and Cultural Studies minor,3
16253,Part 1 : Introduction to Area and Cultural Studies,2013-2014,Area and Cultural Studies minor,2
16254,Part 1 : Introduction to Area and Cultural Studies,2014-2015,Area and Cultural Studies minor,3
16255,Part 2 : Summer School I : Lausanne,2011-2012,Area and Cultural Studies minor,4
16256,Part 2 : Summer School I : Lausanne,2012-2013,Area and Cultural Studies minor,6
16257,Part 2 : Summer School I : Lausanne,2013-2014,Area and Cultural Studies minor,2
16258,Part 2 : Summer School I : Lausanne,2014-2015,Area and Cultural Studies minor,3
16259,Part 2 : Summer School I : Lausanne,2015-2016,Area and Cultural Studies minor,4
16260,Part 3 : Summer School II : China / India / Middle East ,2011-2012,Area and Cultural Studies minor,4
16261,Part 3 : Summer School II : China / India / Middle East ,2012-2013,Area and Cultural Studies minor,3
16262,Part 3 : Summer School II : China / India / Middle East ,2013-2014,Area and Cultural Studies minor,2
16263,Part 3 : Summer School II : China / India / Middle East ,2014-2015,Area and Cultural Studies minor,3
16264,Part 3 : Summer School II : China / India / Middle East ,2015-2016,Area and Cultural Studies minor,3
16265,Partial differential equations,2010-2011,Ingénierie mathématique,2
16266,Particle detection,2004-2005,Physique,7
16267,Particle detection,2005-2006,Physique,11
16268,Particle detection,2006-2007,Physique,7
16269,Particle detection,2007-2008,Physique,13
16270,Particle detection,2008-2009,Physique,12
16271,Particle detection,2009-2010,Ingénierie physique,4
16272,Particle detection,2010-2011,Physique - master,9
16273,Particle detection,2011-2012,Ingénierie physique,2
16274,Particle detection,2011-2012,Physique - master,8
16275,Particle detection,2012-2013,Ingénierie physique,1
16276,Particle detection,2012-2013,Physique - master,2
16277,Particle detection,2013-2014,Physique - master,2
16278,Particle detection,2014-2015,Ingénierie physique,1
16279,Particle detection,2015-2016,Ingénierie physique,1
16280,Particle detection,2015-2016,Physique - master,1
16281,Particle detection,2016-2017,Physique - master,2
16282,Particle detection,2017-2018,Ingénierie physique,5
16283,Particle detection,2017-2018,Physique - master,2
16284,Particle detection,2018-2019,Ingénierie physique,1
16285,Particle detection,2018-2019,Physique - master,4
16286,Particle detection,2019-2020,Ingénierie physique,4
16287,Particle detection,2019-2020,Physique - master,4
16288,Particle physics I,2019-2020,Ingénierie physique,3
16289,Particle physics I,2019-2020,Physique - master,3
16290,Particle physics II,2019-2020,Physique - master,2
16291,Particle-based methods,2009-2010,Science et ingénierie computationnelles,1
16292,Particle-based methods,2010-2011,Science et ingénierie computationnelles,3
16293,Particle-based methods,2011-2012,Génie mécanique,8
16294,Particle-based methods,2011-2012,Science et ingénierie computationnelles,1
16295,Particle-based methods,2012-2013,Génie mécanique,6
16296,Particle-based methods,2012-2013,Science et ingénierie computationnelles,2
16297,Particle-based methods,2013-2014,Génie mécanique,10
16298,Particle-based methods,2013-2014,Science et ingénierie computationnelles,3
16299,Particle-based methods,2014-2015,Génie mécanique,11
16300,Particle-based methods,2014-2015,Science et ingénierie computationnelles,3
16301,Particle-based methods,2015-2016,Génie mécanique,17
16302,Particle-based methods,2015-2016,Science et ingénierie computationnelles,1
16303,Particle-based methods,2016-2017,Génie mécanique,15
16304,Particle-based methods,2016-2017,Science et ingénierie computationnelles,2
