,year,course_name,section,enrollments
4497,2015-2016,Random walks,COM,22
4498,2015-2016,Reactor technology,PHYS,12
4499,2015-2016,Real options and financial structuring,FIN,28
4500,2015-2016,Real-time embedded systems,CS,23
4501,2015-2016,Real-time networks,COM,6
4502,2015-2016,Recycling of materials,MSE,46
4503,2015-2016,Relativistic quantum fields I,PHYS,5
4504,2015-2016,Relativistic quantum fields II,PHYS,3
4505,2015-2016,Relativity and cosmology I,PHYS,6
4506,2015-2016,Relativity and cosmology II,PHYS,3
4507,2015-2016,Reliability of MEMS,MICRO,6
4508,2015-2016,Renewable energy,ME,53
4509,2015-2016,"Renewable energy technologies II, energy storage and conversion",ETH,2
4510,2015-2016,Risk management,ENG,18
4511,2015-2016,"Risk, rare events and extremes",MATH,9
4512,2015-2016,Risques hydrologiques et aménagements,ENV,30
4513,2015-2016,Robotics practicals,MICRO,51
4514,2015-2016,Robotique industrielle et appliquée,MICRO,33
4515,2015-2016,Robust and nonparametric statistics,MATH,4
4516,2015-2016,Réseaux hydrauliques et énergétiques,CIVIL,34
4517,2015-2016,Safety of chemical processes,ENG,14
4518,2015-2016,Safety of nuclear power plants,ETH,6
4519,2015-2016,Sanitary engineering in developing countries,ENV,37
4520,2015-2016,Scaling laws in micro- and nanosystems,MICRO,10
4521,2015-2016,Sciences de la ville I,AR,32
4522,2015-2016,Sciences de la ville II,AR,28
4523,2015-2016,Scientific literature analysis in bioengineering,BIO,3
4524,2015-2016,Scientific literature analysis in neuroscience,BIOENG,6
4525,2015-2016,Scientific project design in drug discovery,BIO,3
4526,2015-2016,Scientific project design in integrative neurosciences,BIO,3
4527,2015-2016,Scientific project design in regenerative medicine and diagnostics,BIO,13
4528,2015-2016,Scientific project design in translational neurosciences,BIO,4
4529,2015-2016,Scientific project design in translational oncology,BIO,1
4530,2015-2016,Securitization & the financial crisis,FIN,3
4531,2015-2016,Seismic engineering,CIVIL,69
4532,2015-2016,Selected topics in advanced optics,MICRO,5
4533,2015-2016,Selected topics in nuclear and particle physics,PHYS,4
4534,2015-2016,Semiconductor physics and fundamentals of electronic devices,PHYS,4
4535,2015-2016,Seminar in physiology and instrumentation,MICRO,5
4536,2015-2016,Seminar series on advances in materials,MSE,63
4537,2015-2016,Sensor orientation,ENV,1
4538,2015-2016,Sensorimotor neuroprosthetics,BIOENG,13
4539,2015-2016,Sensors in medical instrumentation,EE,24
4540,2015-2016,Set theory,MATH,6
4541,2015-2016,Signal processing for communications,COM,54
4542,2015-2016,Signal processing for functional brain imaging,MICRO,12
4543,2015-2016,Slope stability,CIVIL,33
4544,2015-2016,Smart grids technologies,EE,25
4545,2015-2016,Social media,EE,35
4546,2015-2016,Sociologie urbaine,AR,7
4547,2015-2016,Soft matter,MSE,66
4548,2015-2016,Software engineering,CS,95
4549,2015-2016,Software-defined radio: a hands-on course,COM,12
4550,2015-2016,Solid state physics IV,PHYS,5
4551,2015-2016,Space mission design and operations,EE,44
4552,2015-2016,Spacecraft design and system engineering,EE,1
4553,2015-2016,Spatial statistics and analysis,ENG,43
4554,2015-2016,Speech processing,EE,9
4555,2015-2016,Statistical mechanics,MSE,41
4556,2015-2016,Statistical physics III,PHYS,10
4557,2015-2016,Statistical physics IV,PHYS,10
4558,2015-2016,Statistical physics of biomacromolecules,PHYS,5
4559,2015-2016,Statistical signal and data processing through applications,COM,12
4560,2015-2016,Statistical theory,MATH,14
4561,2015-2016,Statistique multivariée,MATH,3
4562,2015-2016,Stem cell biology and technology,BIO,29
4563,2015-2016,Stochastic calculus I,FIN,26
4564,2015-2016,Stochastic calculus II,FIN,25
4565,2015-2016,Strategic marketing & technology commercialization,MGT,11
4566,2015-2016,Structural mechanics (for SV),ME,53
4567,2015-2016,Structure and reactivity,CH,14
4568,2015-2016,Structure et architecture,CIVIL,35
4569,2015-2016,Structures complexes,AR,48
4570,2015-2016,"Structures en béton, chapitres choisis",CIVIL,92
4571,2015-2016,"Structures en métal, chapitres choisis",CIVIL,28
4572,2015-2016,"Structures existantes, bases",CIVIL,95
4573,2015-2016,"Structures existantes, chapitres choisis",CIVIL,83
4574,2015-2016,Student seminar: security protocols and applications,COM,5
4575,2015-2016,Superstudio,AR,124
4576,2015-2016,Supply chain management,MGT,10
4577,2015-2016,Supramolecular chemistry,CH,4
4578,2015-2016,"Synthesis, analysis and verification",CS,1
4579,2015-2016,System identification,ME,54
4580,2015-2016,Systems and architectures for signal processing,EE,8
4581,2015-2016,Systèmes de management environnementaux,ENV,22
4582,2015-2016,Systèmes de transports,CIVIL,46
4583,2015-2016,Systèmes mécatroniques,ME,33
4584,2015-2016,TCP/IP networking,COM,114
4585,2015-2016,TP de bioprocédés environnementaux,ENV,7
4586,2015-2016,Techniques d'assemblage I,MICRO,19
4587,2015-2016,Techniques d'assemblage II,MICRO,19
4588,2015-2016,Technologie des microstructures I,MICRO,71
4589,2015-2016,Technology & innovation strategy,MGT,12
4590,2015-2016,Technology policy and the energy transition,MGT,5
4591,2015-2016,Technology ventures in IC,CS,19
4592,2015-2016,Test of VLSI systems,EE,53
4593,2015-2016,Theory as a Device for Design Processes,AR,28
4594,2015-2016,Thermal power cycles and heat pump systems,ME,18
4595,2015-2016,Thin film fabrication processes,MSE,21
4596,2015-2016,Théorie de l'architecture VII,AR,104
4597,2015-2016,Théorie de l'espace,AR,27
4598,2015-2016,Théorie du calcul stochastique,MATH,9
4599,2015-2016,Théorie et critique du projet MA1 (Geers),AR,10
4600,2015-2016,Théorie et critique du projet MA1 (Gugger),AR,8
4601,2015-2016,Théorie et critique du projet MA1 (Lamunière),AR,17
4602,2015-2016,Théorie et critique du projet MA1 (Weinand),AR,5
4603,2015-2016,Théorie et critique du projet MA2 (Geers),AR,12
4604,2015-2016,Théorie et critique du projet MA2 (Gugger),AR,9
4605,2015-2016,Théorie et critique du projet MA2 (Lamunière),AR,10
4606,2015-2016,Théorie et critique du projet MA2 (Weinand),AR,12
4607,2015-2016,Théories et techniques du projet de sauvegarde,AR,52
4608,2015-2016,Time series,MATH,33
4609,2015-2016,Tissue engineering,BIOENG,4
4610,2015-2016,Topics in number theory,MATH,6
4611,2015-2016,Topics in theoretical computer science,CS,13
4612,2015-2016,Total synthesis of natural products,CH,14
4613,2015-2016,Transducteurs et entraînements intégrés,EE,35
4614,2015-2016,Transport et télématique,CIVIL,20
4615,2015-2016,Travaux souterrains,CIVIL,51
4616,2015-2016,Tribology,MSE,40
4617,2015-2016,Turbomachines thermiques,ME,47
4618,2015-2016,Turbulence,ME,37
4619,2015-2016,Two-phase flows and heat transfer,ME,33
4620,2015-2016,UE B : Critique architecturale,AR,24
4621,2015-2016,UE C : Architecture et archéologie,AR,6
4622,2015-2016,UE D : Territoire et société,AR,3
4623,2015-2016,UE E : Architecture et structures,AR,2
4624,2015-2016,UE F : Architecture et réhabilitation,AR,35
4625,2015-2016,UE I : Analogue-Digital-Virtuel,AR,17
4626,2015-2016,UE J : Territoire et paysage,AR,18
4627,2015-2016,UE K : Architecture et durabilité : études de performances,AR,10
4628,2015-2016,UE L : Art and architecture: constructing the view I,AR,11
4629,2015-2016,UE M : Espace et lumière: le projet d'éclairage,AR,5
4630,2015-2016,UE N : Art et architecture: constructing the view II,AR,17
4631,2015-2016,UE O : Béton. Matière de construction,AR,10
4632,2015-2016,UE P : Béton. Construction et préfabrication,AR,15
4633,2015-2016,UE R : Introduction au BIM (Building Information Modeling),AR,3
4634,2015-2016,UE T : Techniques tridimensionnelles,AR,3
4635,2015-2016,UE U : Cartography,AR,10
4636,2015-2016,UE génie civil: construction durable,CIVIL,57
4637,2015-2016,Understanding statistics and experimental design,BIO,14
4638,2015-2016,Unsupervised & reinforcement learning in neural networks,CS,54
4639,2015-2016,Urban hydraulic systems,CIVIL,26
4640,2015-2016,Urbanisme en Asie,AR,41
4641,2015-2016,Urbanisme et territoires,AR,14
4642,2015-2016,Venture capital,FIN,14
4643,2015-2016,Ville africaine: introduction à la planification,AR,53
4644,2015-2016,Ville et mobilité,AR,24
4645,2015-2016,Villes et transports,CIVIL,73
4646,2015-2016,Virtual reality,CS,36
4647,2015-2016,Visions et Utopies,AR,63
4648,2015-2016,Voies de circulation,CIVIL,35
4649,2015-2016,Water and wastewater treatment,ENV,48
4650,2015-2016,Water quality modeling,ENG,3
4651,2015-2016,Water resources engineering,ENV,56
4652,2015-2016,Wave propagation along transmission lines,EE,24
4653,2015-2016,Wireless receivers: algorithms and architectures,EE,22
4654,2015-2016,"Wood structures, properties and uses",MSE,20
4655,2016-2017,A network tour of data science,EE,35
4656,2016-2017,Accounting for finance,FIN,25
4657,2016-2017,Advanced NMR and imaging,CH,7
4658,2016-2017,Advanced algorithms,CS,69
4659,2016-2017,Advanced analog and RF integrated circuits design I,EE,12
4660,2016-2017,Advanced analog and RF integrated circuits design II,EE,4
4661,2016-2017,Advanced analysis I,MATH,4
4662,2016-2017,Advanced analysis II,MATH,2
4663,2016-2017,Advanced bioengineering methods laboratory,BIOENG,2
4664,2016-2017,Advanced compiler construction,CS,31
4665,2016-2017,Advanced composites in engineering structures,CIVIL,34
4666,2016-2017,Advanced computer architecture,CS,47
4667,2016-2017,Advanced computer graphics,CS,29
4668,2016-2017,Advanced control systems,ME,57
4669,2016-2017,Advanced cryptography,COM,1
4670,2016-2017,Advanced derivatives,FIN,24
4671,2016-2017,Advanced diffusional separation processes,ChE,16
4672,2016-2017,Advanced digital communications,COM,5
4673,2016-2017,Advanced energetics,ME,36
4674,2016-2017,Advanced heat transfer,ME,18
4675,2016-2017,Advanced machine learning,MICRO,13
4676,2016-2017,Advanced materials for photovoltaics and lighting,CH,4
4677,2016-2017,Advanced metallurgy,MSE,61
4678,2016-2017,Advanced nanomaterials,MSE,38
4679,2016-2017,Advanced numerical analysis,MATH,35
4680,2016-2017,Advanced probability and applications,COM,13
4681,2016-2017,Advanced satellite positioning,ENV,2
4682,2016-2017,Advanced steel design,CIVIL,41
4683,2016-2017,Advanced topics in financial econometrics,FIN,9
4684,2016-2017,Advanced topics in nuclear reactor materials,ETH,4
4685,2016-2017,Advanced wireless communications: algorithms and architectures,EE,4
4686,2016-2017,Aerodynamics,ME,73
4687,2016-2017,Air pollution and climate change,ENV,53
4688,2016-2017,Algebraic curves and cryptography,MATH,1
4689,2016-2017,Algorithms,CS,239
4690,2016-2017,Analog circuits design I,EE,59
4691,2016-2017,Analog circuits design II,EE,17
4692,2016-2017,Analog circuits for biochip,EE,14
4693,2016-2017,Analyse de produits et systèmes,MICRO,3
4694,2016-2017,"Analyse du cycle de vie, écobilan",ENV,19
4695,2016-2017,Analyse et gestion de risques,CIVIL,53
4696,2016-2017,Analyse et management des risques industriels,ENV,39
4697,2016-2017,Analyse fonctionnelle II,MATH,1
4698,2016-2017,Analysis and modelling of locomotion,BIOENG,12
4699,2016-2017,Analysis of ancient materials and their degradation,CH,7
4700,2016-2017,Analysis on groups,MATH,3
4701,2016-2017,Analytic algorithms,CS,18
4702,2016-2017,Applied corporate & industry analysis,MGT,22
4703,2016-2017,Applied data analysis,CS,125
4704,2016-2017,Applied machine learning,MICRO,88
4705,2016-2017,Applied mechanical design,ME,29
4706,2016-2017,Applied molecular quantum chemistry,CH,1
4707,2016-2017,Applied probability & stochastic processes,COM,24
4708,2016-2017,Applied probability & stochastic processes,MGT,24
4709,2016-2017,Architecture and existing buildings,AR,29
4710,2016-2017,Architecture autonome,AR,100
4711,2016-2017,Architecture des systems-on-chip,CS,105
4712,2016-2017,Architecture et construction de la ville I,AR,83
4713,2016-2017,Architecture et construction de la ville II,AR,71
4714,2016-2017,Artificial photosynthesis,CH,3
4715,2016-2017,Assembly techniques,MSE,11
4716,2016-2017,Astrophysics III : stellar and galactic dynamics,PHYS,2
4717,2016-2017,Astrophysics IV : observational cosmology,PHYS,5
4718,2016-2017,Atoms and radiation,CH,4
4719,2016-2017,Audio,EE,13
4720,2016-2017,Audio signal processing and virtual acoustics,COM,23
4721,2016-2017,Automatic speech processing,EE,17
4722,2016-2017,Aéroélasticité et interaction fluide-structure,ME,61
4723,2016-2017,B2B - high-tech marketing,MGT,13
4724,2016-2017,Barrages et ouvrages hydrauliques annexes,CIVIL,50
4725,2016-2017,Bases de la robotique,MICRO,210
4726,2016-2017,Bayesian computation,MATH,7
4727,2016-2017,Beyond-design-basis safety,ETH,6
4728,2016-2017,Bio-ingénierie des cours d'eau et milieux naturels,ENV,12
4729,2016-2017,Bio-nano-chip design,EE,5
4730,2016-2017,BioMEMS,MICRO,36
4731,2016-2017,Bioanalytics and analytical sensors,CH,6
4732,2016-2017,Biological modeling of neural networks,BIO,25
4733,2016-2017,Biomaterials,BIOENG,13
4734,2016-2017,Biomaterials (pour MX),MSE,27
4735,2016-2017,Biomechanics of the cardiovascular system,ME,41
4736,2016-2017,Biomechanics of the musculoskeletal system,ME,46
4737,2016-2017,Biomedical optics,BIOENG,8
4738,2016-2017,Biomedical signal processing,EE,10
4739,2016-2017,Biomicroscopy I,MICRO,11
4740,2016-2017,Biomineralization: from nature to application,ENV,19
4741,2016-2017,Biomolecular structure and mechanics,BIO,11
4742,2016-2017,Biophysics II,PHYS,7
4743,2016-2017,Bioprocesses and downstream processing,ChE,4
4744,2016-2017,Biostatistics,MATH,5
4745,2016-2017,Brain computer interaction,EE,8
4746,2016-2017,Business design for IT services,CS,19
4747,2016-2017,Business information systems,MGT,12
4748,2016-2017,Cancer biology I,BIO,3
4749,2016-2017,Cancer biology II,BIO,2
4750,2016-2017,Capteurs,MICRO,87
4751,2016-2017,Caractères architecturaux et urbanismes de l'Islam,AR,75
4752,2016-2017,Catalysis for emission control and energy processes,ChE,8
4753,2016-2017,Catalysis for energy storage,CH,29
4754,2016-2017,Catalyst design for synthesis,CH,10
4755,2016-2017,Catalytic asymmetric reactions in organic chemistry,CH,8
4756,2016-2017,Cavitation et phénomènes d'interface,ME,31
4757,2016-2017,Cellular biology and biochemistry for engineers,BIO,29
4758,2016-2017,Cellular signalling,CH,7
4759,2016-2017,Cementitious materials (advanced),MSE,7
4760,2016-2017,Chemical biology - tools and methods,BIOENG,4
4761,2016-2017,Chemical engineering lab & project,ChE,17
4762,2016-2017,Chemical engineering of heterogenous reaction,ChE,19
4763,2016-2017,Chemical engineering product design,ChE,15
4764,2016-2017,Chemistry of food processes,ENG,12
4765,2016-2017,Chimie des denrées alimentaires,ENG,36
4766,2016-2017,Circuits intégrés I,EE,20
4767,2016-2017,Cohérences aventureuses,AR,103
4768,2016-2017,Combinatorial optimization,MATH,8
4769,2016-2017,Commande d'actionneurs à l'aide d'un microprocesseur + TP,MICRO,34
4770,2016-2017,Commande non linéaire,ME,55
4771,2016-2017,Composants semiconducteurs,MICRO,88
4772,2016-2017,Composites polymères + TP,MSE,37
4773,2016-2017,Composites technology,MSE,30
4774,2016-2017,Computational finance,FIN,13
4775,2016-2017,Computational finance,MATH,13
4776,2016-2017,Computational linear algebra,MATH,17
4777,2016-2017,Computational methods in molecular quantum mechanics,CH,4
4778,2016-2017,Computational motor control,CS,39
4779,2016-2017,Computational photography,CS,12
4780,2016-2017,Computational physics III,PHYS,59
4781,2016-2017,Computer simulation of physical systems I,PHYS,15
4782,2016-2017,Computer vision,CS,52
4783,2016-2017,Computer-aided engineering,ME,78
4784,2016-2017,Conception de mécanismes spatiaux : introduction,EE,3
4785,2016-2017,Conception interactive des formes structurales,AR,17
4786,2016-2017,Conception mécanique intégrée,ME,25
4787,2016-2017,Conception pour X,ME,26
4788,2016-2017,Concurrent algorithms,CS,77
4789,2016-2017,Confort et architecture: stratégies durables,AR,11
4790,2016-2017,Construction en bois,CIVIL,25
4791,2016-2017,Convex optimization and applications,CS,38
4792,2016-2017,Convexity,MATH,7
4793,2016-2017,Corporate governance,MGT,13
4794,2016-2017,Corporate strategy,MGT,9
4795,2016-2017,Credit risk,FIN,23
4796,2016-2017,Cryptography and security,COM,67
4797,2016-2017,"D. Thinking: real problems, human-focused solutions",MGT,7
4798,2016-2017,Data analysis and model classification,EE,28
4799,2016-2017,Data science for business,MGT,4
4800,2016-2017,Database systems,CS,95
4801,2016-2017,De la structure à l'ornement,AR,172
4802,2016-2017,Decision-aid methodologies in transportation,CIVIL,17
4803,2016-2017,Decommissioning of nuclear power plants,ETH,5
4804,2016-2017,Derivatives,FIN,23
4805,2016-2017,Design technologies for integrated systems,CS,18
4806,2016-2017,Development engineering,ENV,29
4807,2016-2017,Dielectric properties of materials,MSE,6
