,course_id,course_name,year,section
1527,2684,Cellular biology and biochemistry for engineers,2011-2012,BIO
1528,2685,Cellular biology and biochemistry for engineers,2016-2017,BIO
1529,2686,Cellular biology and biochemistry for engineers,2008-2009,BIO
1530,2687,Cellular biology and biochemistry for engineers,2014-2015,BIO
1531,2688,Cellular biology and biochemistry for engineers,2015-2016,BIO
1532,2689,Cellular biology and biochemistry for engineers,2013-2014,BIO
1533,2690,Cellular biology and biochemistry for engineers,2012-2013,BIO
1534,2691,Cellular biology and biochemistry for engineers,2007-2008,BIO
1535,2692,Cellular biology and biochemistry for engineers,2009-2010,BIO
1536,2693,Cellular biology and biochemistry for engineers,2010-2011,BIO
1537,2694,Cellular biology and biochemistry for engineers,2017-2018,BIO
1538,2695,Cellular biology and biochemistry for engineers,2019-2020,BIO
1539,2696,Cellular biology and biochemistry for engineers,2018-2019,BIO
1540,2702,Data science for business,2016-2017,MGT
1541,2703,Data science for business,2017-2018,MGT
1542,2704,Data science for business,2019-2020,MGT
1543,2705,Data science for business,2018-2019,MGT
1544,2724,Advanced machine learning,2016-2017,MICRO
1545,2725,Advanced machine learning,2019-2020,MICRO
1546,2726,Advanced machine learning,2017-2018,MICRO
1547,2727,Advanced machine learning,2015-2016,MICRO
1548,2728,Dynamic coordination,2013-2014,EE
1549,2729,Dynamic coordination,2012-2013,EE
1550,2730,Dynamic coordination,2014-2015,EE
1551,2750,Analytic methods in algorithms and complexity,2015-2016,CS
1552,2756,Mathematical modelling of behavior,2016-2017,MATH
1553,2757,Mathematical modelling of behavior,2018-2019,MATH
1554,2758,Mathematical modelling of behavior,2010-2011,MATH
1555,2759,Mathematical modelling of behavior,2015-2016,MATH
1556,2760,Mathematical modelling of behavior,2012-2013,MATH
1557,2761,Mathematical modelling of behavior,2011-2012,MATH
1558,2762,Mathematical modelling of behavior,2019-2020,MATH
1559,2763,Mathematical modelling of behavior,2009-2010,MATH
1560,2764,Mathematical modelling of behavior,2008-2009,MATH
1561,2765,Mathematical modelling of behavior,2017-2018,MATH
1562,2766,Mathematical modelling of behavior,2013-2014,MATH
1563,2767,Mathematical modelling of behavior,2014-2015,MATH
1564,2768,Life cycle engineering of polymers,2012-2013,MSE
1565,2769,Life cycle engineering of polymers,2016-2017,MSE
1566,2770,Life cycle engineering of polymers,2015-2016,MSE
1567,2771,Life cycle engineering of polymers,2018-2019,MSE
1568,2772,Life cycle engineering of polymers,2013-2014,MSE
1569,2773,Life cycle engineering of polymers,2011-2012,MSE
1570,2774,Life cycle engineering of polymers,2017-2018,MSE
1571,2775,Life cycle engineering of polymers,2014-2015,MSE
1572,2776,Life cycle engineering of polymers,2019-2020,MSE
1573,2811,Chemical processes of sustainable and renewable energy,2010-2011,ChE
1574,2812,Chemical processes of sustainable and renewable energy,2012-2013,ChE
1575,2813,Chemical processes of sustainable and renewable energy,2006-2007,ChE
1576,2814,Chemical processes of sustainable and renewable energy,2013-2014,ChE
1577,2815,Chemical processes of sustainable and renewable energy,2011-2012,ChE
1578,2816,Chemical processes of sustainable and renewable energy,2007-2008,ChE
1579,2817,Chemical processes of sustainable and renewable energy,2014-2015,ChE
1580,2818,Chemical processes of sustainable and renewable energy,2008-2009,ChE
1581,2819,Systems and architectures for signal processing,2014-2015,EE
1582,2820,Systems and architectures for signal processing,2018-2019,EE
1583,2821,Systems and architectures for signal processing,2019-2020,EE
1584,2822,Systems and architectures for signal processing,2016-2017,EE
1585,2823,Systems and architectures for signal processing,2015-2016,EE
1586,2824,Systems and architectures for signal processing,2017-2018,EE
1587,2831,VLSI design I,2010-2011,EE
1588,2832,VLSI design I,2005-2006,EE
1589,2833,VLSI design I,2011-2012,EE
1590,2834,VLSI design I,2004-2005,EE
1591,2835,VLSI design I,2007-2008,EE
1592,2836,VLSI design I,2006-2007,EE
1593,2837,VLSI design I,2009-2010,EE
1594,2838,VLSI design I,2013-2014,EE
1595,2839,VLSI design I,2012-2013,EE
1596,2840,VLSI design I,2008-2009,EE
1597,2841,Chemistry of small biological molecules,2014-2015,CH
1598,2842,Chemistry of small biological molecules,2015-2016,CH
1599,2843,Chemistry of small biological molecules,2017-2018,CH
1600,2844,Chemistry of small biological molecules,2019-2020,CH
1601,2845,Chemistry of small biological molecules,2013-2014,CH
1602,2846,Chemistry of small biological molecules,2012-2013,CH
1603,2853,Low power electronics: analog mixed signal design,2019-2020,EE
1604,2865,Urbanisme en Asie,2016-2017,AR
1605,2866,Urbanisme en Asie,2010-2011,AR
1606,2867,Urbanisme en Asie,2011-2012,AR
1607,2868,Urbanisme en Asie,2014-2015,AR
1608,2869,Urbanisme en Asie,2015-2016,AR
1609,2870,Urbanisme en Asie,2019-2020,AR
1610,2871,Urbanisme en Asie,2018-2019,AR
1611,2872,Urbanisme en Asie,2013-2014,AR
1612,2873,Urbanisme en Asie,2012-2013,AR
1613,2874,Urbanisme en Asie,2017-2018,AR
1614,2883,In Silico Design Research II,2013-2014,AR
1615,2908,Cryptography and security,2009-2010,COM
1616,2909,Cryptography and security,2010-2011,COM
1617,2910,Cryptography and security,2008-2009,COM
1618,2911,Cryptography and security,2017-2018,COM
1619,2912,Cryptography and security,2018-2019,COM
1620,2913,Cryptography and security,2011-2012,COM
1621,2914,Cryptography and security,2019-2020,COM
1622,2915,Cryptography and security,2016-2017,COM
1623,2916,Cryptography and security,2015-2016,COM
1624,2917,Cryptography and security,2014-2015,COM
1625,2918,Cryptography and security,2013-2014,COM
1626,2919,Cryptography and security,2006-2007,COM
1627,2920,Cryptography and security,2004-2005,COM
1628,2921,Cryptography and security,2005-2006,COM
1629,2922,Cryptography and security,2012-2013,COM
1630,2923,Cryptography and security,2007-2008,COM
1631,2924,Principles of power systems,2019-2020,EE
1632,2954,Information: strategy & economics,2011-2012,MGT
1633,2955,Information: strategy & economics,2017-2018,MGT
1634,2956,Information: strategy & economics,2018-2019,MGT
1635,2957,Information: strategy & economics,2012-2013,MGT
1636,2958,Information: strategy & economics,2014-2015,MGT
1637,2959,Information: strategy & economics,2013-2014,MGT
1638,2960,Information: strategy & economics,2016-2017,MGT
1639,2961,Information: strategy & economics,2015-2016,MGT
1640,2962,Advanced wireless communications: algorithms and architectures,2016-2017,EE
1641,2963,Advanced wireless communications: algorithms and architectures,2015-2016,EE
1642,2964,Advanced wireless communications: algorithms and architectures,2014-2015,EE
1643,2965,Advanced wireless communications: algorithms and architectures,2012-2013,EE
1644,2967,Behind/Beyond future cities,2019-2020,AR
1645,2968,Behind/Beyond future cities,2018-2019,AR
1646,2975,La nouvelle architecture internationale en Suisse,2019-2020,AR
1647,2976,La nouvelle architecture internationale en Suisse,2018-2019,AR
1648,2979,Scientific project design in regenerative medicine and diagnostics,2015-2016,BIO
1649,2980,Scientific project design in regenerative medicine and diagnostics,2014-2015,BIO
1650,2981,Scientific project design in regenerative medicine and diagnostics,2016-2017,BIO
1651,2982,Scientific project design in regenerative medicine and diagnostics,2017-2018,BIO
1652,2983,Introduction to database systems,2016-2017,CS
1653,2984,Introduction to database systems,2017-2018,CS
1654,2985,Introduction to database systems,2015-2016,CS
1655,2986,Introduction to database systems,2018-2019,CS
1656,2987,Introduction to database systems,2011-2012,CS
1657,2988,Introduction to database systems,2014-2015,CS
1658,2989,Introduction to database systems,2019-2020,CS
1659,2990,Introduction to database systems,2013-2014,CS
1660,2991,Introduction to database systems,2012-2013,CS
1661,2992,Particle physics II,2019-2020,PHYS
1662,2993,Introduction to cellular and molecular biotechnology,2016-2017,BIOENG
1663,2994,Introduction to cellular and molecular biotechnology,2015-2016,BIOENG
1664,2995,Introduction to cellular and molecular biotechnology,2006-2007,BIOENG
1665,2996,Introduction to cellular and molecular biotechnology,2012-2013,BIOENG
1666,2997,Introduction to cellular and molecular biotechnology,2010-2011,BIOENG
1667,2998,Introduction to cellular and molecular biotechnology,2008-2009,BIOENG
1668,2999,Introduction to cellular and molecular biotechnology,2007-2008,BIOENG
1669,3000,Introduction to cellular and molecular biotechnology,2013-2014,BIOENG
1670,3001,Introduction to cellular and molecular biotechnology,2011-2012,BIOENG
1671,3002,Introduction to cellular and molecular biotechnology,2009-2010,BIOENG
1672,3003,Introduction to cellular and molecular biotechnology,2014-2015,BIOENG
1673,3004,Introduction to cellular and molecular biotechnology,2005-2006,BIOENG
1674,3014,Spatial statistics and analysis,2016-2017,ENG
1675,3015,Spatial statistics and analysis,2017-2018,ENG
1676,3016,Spatial statistics and analysis,2013-2014,ENG
1677,3017,Spatial statistics and analysis,2008-2009,ENG
1678,3018,Spatial statistics and analysis,2012-2013,ENG
1679,3019,Spatial statistics and analysis,2009-2010,ENG
1680,3020,Spatial statistics and analysis,2011-2012,ENG
1681,3021,Spatial statistics and analysis,2007-2008,ENG
1682,3022,Spatial statistics and analysis,2010-2011,ENG
1683,3023,Spatial statistics and analysis,2015-2016,ENG
1684,3024,Spatial statistics and analysis,2018-2019,ENG
1685,3025,Spatial statistics and analysis,2014-2015,ENG
1686,3026,Spatial statistics and analysis,2019-2020,ENG
1687,3027,Applied biostatistics,2017-2018,MATH
1688,3028,Applied biostatistics,2018-2019,MATH
1689,3029,Applied biostatistics,2019-2020,MATH
1690,3039,A Political History of Urban Form,2018-2019,AR
1691,3040,Contrôle stochastique,2004-2005,MATH
1692,3041,Contrôle stochastique,2006-2007,MATH
1693,3042,Contrôle stochastique,2013-2014,MATH
1694,3047,Nanoelectronics,2018-2019,EE
1695,3048,Nanoelectronics,2005-2006,EE
1696,3049,Nanoelectronics,2012-2013,EE
1697,3050,Nanoelectronics,2015-2016,EE
1698,3051,Nanoelectronics,2014-2015,EE
1699,3052,Nanoelectronics,2019-2020,EE
1700,3053,Nanoelectronics,2017-2018,EE
1701,3054,Nanoelectronics,2011-2012,EE
1702,3055,Nanoelectronics,2016-2017,EE
1703,3056,Nanoelectronics,2010-2011,EE
1704,3057,Nanoelectronics,2004-2005,EE
1705,3058,Nanoelectronics,2007-2008,EE
1706,3059,Nanoelectronics,2008-2009,EE
1707,3060,Nanoelectronics,2006-2007,EE
1708,3061,Nanoelectronics,2009-2010,EE
1709,3062,Nanoelectronics,2013-2014,EE
1710,3063,Applied molecular quantum chemistry,2006-2007,CH
1711,3064,Applied molecular quantum chemistry,2012-2013,CH
1712,3065,Applied molecular quantum chemistry,2004-2005,CH
1713,3066,Applied molecular quantum chemistry,2009-2010,CH
1714,3067,Applied molecular quantum chemistry,2005-2006,CH
1715,3068,Applied molecular quantum chemistry,2008-2009,CH
1716,3069,Applied molecular quantum chemistry,2007-2008,CH
1717,3070,Applied molecular quantum chemistry,2014-2015,CH
1718,3071,Applied molecular quantum chemistry,2016-2017,CH
1719,3072,Applied molecular quantum chemistry,2010-2011,CH
1720,3073,Applied molecular quantum chemistry,2011-2012,CH
1721,3074,Applied molecular quantum chemistry,2015-2016,CH
1722,3075,Applied molecular quantum chemistry,2013-2014,CH
1723,3076,Controlling behavior in animals and robots,2018-2019,BIOENG
1724,3077,Controlling behavior in animals and robots,2019-2020,BIOENG
1725,3085,Théorie et critique du projet MA1 (Dietz),2012-2013,AR
1726,3086,Théorie et critique du projet MA1 (Dietz),2013-2014,AR
1727,3087,Théorie et critique du projet MA1 (Dietz),2014-2015,AR
1728,3108,Speech processing,2016-2017,EE
1729,3109,Speech processing,2005-2006,EE
1730,3110,Speech processing,2014-2015,EE
1731,3111,Speech processing,2010-2011,EE
1732,3112,Speech processing,2004-2005,EE
1733,3113,Speech processing,2012-2013,EE
1734,3114,Speech processing,2006-2007,EE
1735,3115,Speech processing,2007-2008,EE
1736,3116,Speech processing,2009-2010,EE
1737,3117,Speech processing,2011-2012,EE
1738,3118,Speech processing,2008-2009,EE
1739,3119,Speech processing,2015-2016,EE
1740,3120,Speech processing,2013-2014,EE
1741,3123,Scientific project design in drug discovery,2018-2019,BIO
1742,3124,Scientific project design in drug discovery,2019-2020,BIO
1743,3125,Scientific project design in drug discovery,2014-2015,BIO
1744,3126,Scientific project design in drug discovery,2016-2017,BIO
1745,3127,Scientific project design in drug discovery,2015-2016,BIO
1746,3128,Scientific project design in drug discovery,2017-2018,BIO
1747,3129,Bio-nano-chip design,2014-2015,EE
1748,3130,Bio-nano-chip design,2018-2019,EE
1749,3131,Bio-nano-chip design,2017-2018,EE
1750,3132,Bio-nano-chip design,2019-2020,EE
1751,3133,Bio-nano-chip design,2016-2017,EE
1752,3134,Bio-nano-chip design,2015-2016,EE
1753,3163,Enjeux éthiques contemporains II,2012-2013,HUM
1754,3164,Enjeux éthiques contemporains II,2014-2015,HUM
1755,3165,Enjeux éthiques contemporains II,2013-2014,HUM
1756,3166,Scientific literature analysis in computational molecular biology,2017-2018,BIO
1757,3167,Scientific literature analysis in computational molecular biology,2018-2019,BIO
1758,3168,Scientific literature analysis in computational molecular biology,2016-2017,BIO
1759,3169,Scientific literature analysis in computational molecular biology,2014-2015,BIO
1760,3170,Scientific literature analysis in computational molecular biology,2015-2016,BIO
1761,3171,Scientific literature analysis in computational molecular biology,2019-2020,BIO
1762,3177,Behavioral finance,2013-2014,FIN
1763,3178,Behavioral finance,2012-2013,FIN
1764,3186,Fundamentals of neuroengineering,2018-2019,BIOENG
1765,3187,Fundamentals of neuroengineering,2013-2014,BIOENG
1766,3188,Fundamentals of neuroengineering,2016-2017,BIOENG
1767,3189,Fundamentals of neuroengineering,2017-2018,BIOENG
1768,3190,Fundamentals of neuroengineering,2014-2015,BIOENG
1769,3191,Fundamentals of neuroengineering,2015-2016,BIOENG
1770,3192,Fundamentals of neuroengineering,2011-2012,BIOENG
1771,3193,Fundamentals of neuroengineering,2012-2013,BIOENG
1772,3194,UE U : Cartography,2017-2018,AR
1773,3195,UE U : Cartography,2015-2016,AR
1774,3196,UE U : Cartography,2016-2017,AR
1775,3197,UE U : Cartography,2018-2019,AR
1776,3198,UE U : Cartography,2019-2020,AR
1777,3199,"Analyse du cycle de vie, écobilan",2017-2018,ENV
1778,3200,"Analyse du cycle de vie, écobilan",2018-2019,ENV
1779,3201,"Analyse du cycle de vie, écobilan",2016-2017,ENV
1780,3202,"Analyse du cycle de vie, écobilan",2013-2014,ENV
1781,3203,"Analyse du cycle de vie, écobilan",2012-2013,ENV
1782,3204,"Analyse du cycle de vie, écobilan",2011-2012,ENV
1783,3205,"Analyse du cycle de vie, écobilan",2008-2009,ENV
1784,3206,"Analyse du cycle de vie, écobilan",2009-2010,ENV
1785,3207,"Analyse du cycle de vie, écobilan",2010-2011,ENV
1786,3208,"Analyse du cycle de vie, écobilan",2019-2020,ENV
1787,3209,"Analyse du cycle de vie, écobilan",2015-2016,ENV
1788,3210,"Analyse du cycle de vie, écobilan",2014-2015,ENV
1789,3211,"Analyse du cycle de vie, écobilan",2007-2008,ENV
1790,3212,"Analyse du cycle de vie, écobilan",2005-2006,ENV
1791,3213,"Analyse du cycle de vie, écobilan",2006-2007,ENV
1792,3214,Relativistic quantum fields II,2009-2010,PHYS
1793,3215,Relativistic quantum fields II,2011-2012,PHYS
1794,3216,Relativistic quantum fields II,2008-2009,PHYS
1795,3217,Relativistic quantum fields II,2010-2011,PHYS
1796,3218,Relativistic quantum fields II,2013-2014,PHYS
1797,3219,Relativistic quantum fields II,2014-2015,PHYS
1798,3220,Relativistic quantum fields II,2012-2013,PHYS
1799,3221,Relativistic quantum fields II,2016-2017,PHYS
1800,3222,Relativistic quantum fields II,2015-2016,PHYS
1801,3231,UE P : Béton. Construction et préfabrication,2017-2018,AR
1802,3232,UE P : Béton. Construction et préfabrication,2013-2014,AR
1803,3233,UE P : Béton. Construction et préfabrication,2012-2013,AR
1804,3234,UE P : Béton. Construction et préfabrication,2014-2015,AR
1805,3235,UE P : Béton. Construction et préfabrication,2015-2016,AR
1806,3236,UE P : Béton. Construction et préfabrication,2019-2020,AR
1807,3237,UE P : Béton. Construction et préfabrication,2016-2017,AR
1808,3238,UE P : Béton. Construction et préfabrication,2018-2019,AR
1809,3252,Droit et technique II,2016-2017,HUM
1810,3252,Droit et technique II,2016-2017,HUM
1811,3253,Droit et technique II,2015-2016,HUM
1812,3253,Droit et technique II,2015-2016,HUM
1813,3254,Droit et technique II,2011-2012,HUM
1814,3254,Droit et technique II,2011-2012,HUM
1815,3255,Droit et technique II,2010-2011,HUM
1816,3255,Droit et technique II,2010-2011,HUM
1817,3256,Droit et technique II,2012-2013,HUM
1818,3256,Droit et technique II,2012-2013,HUM
1819,3257,Droit et technique II,2019-2020,HUM
1820,3257,Droit et technique II,2019-2020,HUM
1821,3258,Droit et technique II,2014-2015,HUM
1822,3258,Droit et technique II,2014-2015,HUM
1823,3259,Droit et technique II,2013-2014,HUM
1824,3259,Droit et technique II,2013-2014,HUM
1825,3260,Droit et technique II,2009-2010,HUM
1826,3260,Droit et technique II,2009-2010,HUM
1827,3261,Droit et technique II,2017-2018,HUM
1828,3261,Droit et technique II,2017-2018,HUM
1829,3262,Droit et technique II,2018-2019,HUM
1830,3262,Droit et technique II,2018-2019,HUM
1831,3264,Fate and behaviour of environmental contaminants,2018-2019,ENV
1832,3265,Fate and behaviour of environmental contaminants,2017-2018,ENV
1833,3266,Fate and behaviour of environmental contaminants,2019-2020,ENV
1834,3282,Topics in number theory,2019-2020,MATH
1835,3283,Topics in number theory,2009-2010,MATH
1836,3284,Topics in number theory,2011-2012,MATH
1837,3285,Topics in number theory,2010-2011,MATH
1838,3286,Topics in number theory,2017-2018,MATH
1839,3287,Topics in number theory,2013-2014,MATH
1840,3288,Topics in number theory,2012-2013,MATH
1841,3289,Topics in number theory,2015-2016,MATH
1842,3290,Topics in number theory,2014-2015,MATH
1843,3291,Fluvial biogeosciences,2019-2020,ENV
1844,3292,Fluvial biogeosciences,2017-2018,ENV
1845,3293,Fluvial biogeosciences,2018-2019,ENV
1846,3294,Fluvial biogeosciences,2015-2016,ENV
1847,3295,Fluvial biogeosciences,2016-2017,ENV
1848,3299,Systems for data science,2019-2020,CS
1849,3300,Systems for data science,2017-2018,CS
1850,3301,Systems for data science,2018-2019,CS
1851,3327,Fundamentals of biomedical imaging,2017-2018,PHYS
1852,3328,Fundamentals of biomedical imaging,2006-2007,PHYS
1853,3329,Fundamentals of biomedical imaging,2009-2010,PHYS
1854,3330,Fundamentals of biomedical imaging,2007-2008,PHYS
1855,3331,Fundamentals of biomedical imaging,2008-2009,PHYS
1856,3332,Fundamentals of biomedical imaging,2010-2011,PHYS
1857,3333,Fundamentals of biomedical imaging,2011-2012,PHYS
1858,3334,Fundamentals of biomedical imaging,2005-2006,PHYS
1859,3335,Fundamentals of biomedical imaging,2013-2014,PHYS
1860,3336,Fundamentals of biomedical imaging,2014-2015,PHYS
1861,3337,Fundamentals of biomedical imaging,2015-2016,PHYS
1862,3338,Fundamentals of biomedical imaging,2012-2013,PHYS
1863,3339,Fundamentals of biomedical imaging,2019-2020,PHYS
1864,3340,Fundamentals of biomedical imaging,2018-2019,PHYS
1865,3341,Fundamentals of biomedical imaging,2016-2017,PHYS
1866,3342,"Synthesis, analysis and verification",2015-2016,CS
1867,3343,"Synthesis, analysis and verification",2011-2012,CS
1868,3344,"Synthesis, analysis and verification",2014-2015,CS
1869,3345,"Synthesis, analysis and verification",2012-2013,CS
1870,3346,"Synthesis, analysis and verification",2016-2017,CS
1871,3347,"Synthesis, analysis and verification",2010-2011,CS
1872,3348,Advanced probability,2011-2012,COM
1873,3349,Advanced probability,2012-2013,COM
1874,3350,Advanced probability,2013-2014,COM
1875,3351,Advanced probability,2014-2015,COM
1876,3352,Advanced probability,2010-2011,COM
1877,3353,Advanced solid waste treatment,2012-2013,ENV
1878,3354,Advanced solid waste treatment,2013-2014,ENV
1879,3355,Advanced solid waste treatment,2011-2012,ENV
1880,3356,Advanced solid waste treatment,2008-2009,ENV
1881,3357,Advanced solid waste treatment,2009-2010,ENV
1882,3358,Advanced solid waste treatment,2007-2008,ENV
1883,3359,Advanced solid waste treatment,2010-2011,ENV
1884,3360,Advanced solid waste treatment,2006-2007,ENV
1885,3361,Advanced solid waste treatment,2015-2016,ENV
1886,3362,Sciences de la ville I,2015-2016,AR
1887,3363,Sciences de la ville I,2005-2006,AR
1888,3364,Sciences de la ville I,2009-2010,AR
1889,3365,Sciences de la ville I,2010-2011,AR
1890,3366,Sciences de la ville I,2011-2012,AR
1891,3367,Sciences de la ville I,2007-2008,AR
1892,3368,Sciences de la ville I,2012-2013,AR
1893,3369,Sciences de la ville I,2006-2007,AR
1894,3370,Sciences de la ville I,2014-2015,AR
1895,3371,Sciences de la ville I,2008-2009,AR
1896,3372,Sciences de la ville I,2013-2014,AR
1897,3382,Scaling laws & simulations in micro & nanosystems,2018-2019,MICRO
1898,3383,Scaling laws & simulations in micro & nanosystems,2019-2020,MICRO
1899,3401,Modélisation et représentation informatique I,2015-2016,AR
1900,3402,Modélisation et représentation informatique I,2009-2010,AR
1901,3403,Modélisation et représentation informatique I,2014-2015,AR
1902,3404,Modélisation et représentation informatique I,2013-2014,AR
1903,3405,Modélisation et représentation informatique I,2012-2013,AR
1904,3406,Modélisation et représentation informatique I,2010-2011,AR
1905,3407,Modélisation et représentation informatique I,2011-2012,AR
1906,3408,Modélisation et représentation informatique I,2016-2017,AR
1907,3409,Modélisation et représentation informatique I,2005-2006,AR
1908,3410,Modélisation et représentation informatique I,2007-2008,AR
1909,3411,Modélisation et représentation informatique I,2006-2007,AR
1910,3412,Modélisation et représentation informatique I,2004-2005,AR
1911,3426,How people learn II,2017-2018,HUM
1912,3426,How people learn II,2017-2018,HUM
1913,3427,How people learn II,2013-2014,HUM
1914,3427,How people learn II,2013-2014,HUM
1915,3428,How people learn II,2019-2020,HUM
1916,3428,How people learn II,2019-2020,HUM
1917,3429,How people learn II,2015-2016,HUM
1918,3429,How people learn II,2015-2016,HUM
1919,3430,How people learn II,2012-2013,HUM
1920,3430,How people learn II,2012-2013,HUM
1921,3431,How people learn II,2018-2019,HUM
1922,3431,How people learn II,2018-2019,HUM
1923,3432,How people learn II,2016-2017,HUM
1924,3432,How people learn II,2016-2017,HUM
1925,3433,How people learn II,2014-2015,HUM
1926,3433,How people learn II,2014-2015,HUM
1927,3435,Organic semiconductors,2009-2010,MSE
1928,3436,Organic semiconductors,2008-2009,MSE
1929,3437,Organic semiconductors,2012-2013,MSE
1930,3438,Organic semiconductors,2011-2012,MSE
1931,3439,Organic semiconductors,2010-2011,MSE
1932,3440,Organic semiconductors,2015-2016,MSE
1933,3441,Organic semiconductors,2016-2017,MSE
1934,3442,Organic semiconductors,2018-2019,MSE
1935,3443,Organic semiconductors,2017-2018,MSE
1936,3444,Organic semiconductors,2014-2015,MSE
1937,3445,Organic semiconductors,2019-2020,MSE
1938,3446,Organic semiconductors,2007-2008,MSE
1939,3447,Organic semiconductors,2013-2014,MSE
1940,3472,Technology & innovation management (a),2013-2014,MGT
1941,3473,Technology & innovation management (a),2012-2013,MGT
1942,3492,Network analytics,2017-2018,MGT
1943,3493,Network analytics,2019-2020,MGT
1944,3494,Network analytics,2018-2019,MGT
1945,3519,Géologie de la construction et de l'environnement,2018-2019,CIVIL
1946,3520,Géologie de la construction et de l'environnement,2017-2018,CIVIL
1947,3521,Géologie de la construction et de l'environnement,2016-2017,CIVIL
1948,3522,Géologie de la construction et de l'environnement,2014-2015,CIVIL
1949,3523,Géologie de la construction et de l'environnement,2013-2014,CIVIL
1950,3524,Géologie de la construction et de l'environnement,2019-2020,CIVIL
1951,3525,Géologie de la construction et de l'environnement,2015-2016,CIVIL
1952,3528,Optimization methods,2019-2020,FIN
1953,3529,Optimization methods,2017-2018,FIN
1954,3530,Optimization methods,2018-2019,FIN
1955,3531,Technology policy and the energy transition,2018-2019,MGT
1956,3532,Technology policy and the energy transition,2017-2018,MGT
1957,3533,Technology policy and the energy transition,2019-2020,MGT
1958,3534,Technology policy and the energy transition,2015-2016,MGT
1959,3535,Technology policy and the energy transition,2016-2017,MGT
1960,3551,Théorie et critique du projet MA1 (Rollet),2014-2015,AR
1961,3572,Technology & innovation management,2010-2011,MGT
1962,3573,Technology & innovation management,2011-2012,MGT
1963,3574,Technology & innovation management,2014-2015,MGT
1964,3575,Structures existantes I : Sécurité et durabilité,2011-2012,CIVIL
1965,3576,Structures existantes I : Sécurité et durabilité,2008-2009,CIVIL
1966,3577,Structures existantes I : Sécurité et durabilité,2007-2008,CIVIL
1967,3578,Structures existantes I : Sécurité et durabilité,2009-2010,CIVIL
1968,3579,Structures existantes I : Sécurité et durabilité,2014-2015,CIVIL
1969,3580,Structures existantes I : Sécurité et durabilité,2010-2011,CIVIL
1970,3581,Structures existantes I : Sécurité et durabilité,2006-2007,CIVIL
1971,3582,Structures existantes I : Sécurité et durabilité,2012-2013,CIVIL
1972,3583,Structures existantes I : Sécurité et durabilité,2013-2014,CIVIL
1973,3584,Introduction to the finite elements method,2014-2015,MATH
1974,3585,Introduction to the finite elements method,2016-2017,MATH
1975,3586,Introduction to the finite elements method,2015-2016,MATH
1976,3587,Introduction to the finite elements method,2010-2011,MATH
1977,3588,Introduction to the finite elements method,2011-2012,MATH
1978,3589,Introduction to the finite elements method,2013-2014,MATH
1979,3590,Introduction to the finite elements method,2012-2013,MATH
1980,3592,Structure and reactivity,2010-2011,CH
1981,3593,Structure and reactivity,2017-2018,CH
1982,3594,Structure and reactivity,2006-2007,CH
1983,3595,Structure and reactivity,2009-2010,CH
1984,3596,Structure and reactivity,2007-2008,CH
1985,3597,Structure and reactivity,2008-2009,CH
1986,3598,Structure and reactivity,2013-2014,CH
1987,3599,Structure and reactivity,2005-2006,CH
1988,3600,Structure and reactivity,2004-2005,CH
1989,3601,Structure and reactivity,2015-2016,CH
1990,3602,Structure and reactivity,2011-2012,CH
1991,3603,Structure and reactivity,2012-2013,CH
1992,3604,Structure and reactivity,2014-2015,CH
1993,3605,Structure and reactivity,2016-2017,CH
1994,3606,Structure and reactivity,2019-2020,CH
1995,3607,Structure and reactivity,2018-2019,CH
1996,3608,Structures complexes,2018-2019,AR
1997,3609,Structures complexes,2019-2020,AR
1998,3610,Structures complexes,2009-2010,AR
1999,3611,Structures complexes,2016-2017,AR
2000,3612,Structures complexes,2014-2015,AR
2001,3613,Structures complexes,2017-2018,AR
2002,3614,Structures complexes,2013-2014,AR
2003,3615,Structures complexes,2010-2011,AR
2004,3616,Structures complexes,2011-2012,AR
2005,3617,Structures complexes,2015-2016,AR
2006,3618,Structures complexes,2012-2013,AR
2007,3619,Structures complexes,2005-2006,AR
2008,3620,Structures complexes,2007-2008,AR
2009,3621,Structures complexes,2006-2007,AR
2010,3622,Structures complexes,2008-2009,AR
2011,3632,Complex manifolds,2019-2020,MATH
2012,3638,Modélisation et représentation informatique II,2017-2018,AR
2013,3639,Modélisation et représentation informatique II,2016-2017,AR
2014,3640,Modélisation et représentation informatique II,2015-2016,AR
2015,3641,Modélisation et représentation informatique II,2014-2015,AR
2016,3642,Modélisation et représentation informatique II,2010-2011,AR
2017,3643,Modélisation et représentation informatique II,2011-2012,AR
2018,3644,Modélisation et représentation informatique II,2013-2014,AR
2019,3645,Modélisation et représentation informatique II,2012-2013,AR
2020,3646,Modélisation et représentation informatique II,2009-2010,AR
2021,3647,Modélisation et représentation informatique II,2007-2008,AR
2022,3648,Modélisation et représentation informatique II,2004-2005,AR
2023,3649,Modélisation et représentation informatique II,2005-2006,AR
2024,3650,Modélisation et représentation informatique II,2008-2009,AR
2025,3651,Modélisation et représentation informatique II,2006-2007,AR
2026,3652,Les quatre éléments et l'architecture,2014-2015,AR
2027,3653,Les quatre éléments et l'architecture,2015-2016,AR
2028,3663,Environment chemical and biological technology,2014-2015,ChE
2029,3664,Environment chemical and biological technology,2013-2014,ChE
2030,3665,Environment chemical and biological technology,2015-2016,ChE
2031,3666,Environment chemical and biological technology,2016-2017,ChE
2032,3667,Scaling laws in micro- and nanosystems,2011-2012,MICRO
