,course_name,year,semester,nr_students
11561,Optimisation des réseaux,2005-2006,Master semestre 2,23
11562,Optimisation des réseaux,2006-2007,Master semestre 2,16
11563,Optimisation des réseaux,2007-2008,Master semestre 2,25
11564,Optimisation discrète,2009-2010,Bachelor semestre 4,31
11565,Optimisation discrète,2009-2010,Bachelor semestre 6,35
11566,Optimisation discrète,2010-2011,Bachelor semestre 4,71
11567,Optimisation discrète,2010-2011,Bachelor semestre 6,35
11568,Optimisation discrète,2012-2013,Bachelor semestre 4,88
11569,Optimisation discrète,2012-2013,Bachelor semestre 6,79
11570,Optimisation expérimentale des matériaux,2004-2005,Master semestre 2,4
11571,Optimisation expérimentale des matériaux,2005-2006,Master semestre 2,10
11572,Optimisation expérimentale des matériaux,2006-2007,Master semestre 2,14
11573,Optimisation expérimentale des matériaux,2007-2008,Master semestre 2,7
11574,Optimisation expérimentale des matériaux,2008-2009,Master semestre 2,10
11575,Optimisation expérimentale des matériaux,2009-2010,Master semestre 2,7
11576,Optimisation expérimentale des matériaux,2010-2011,Master semestre 2,17
11577,Optimisation expérimentale des matériaux,2011-2012,Master semestre 2,10
11578,Optimisation expérimentale des matériaux,2012-2013,Master semestre 2,12
11579,Optimisation numérique B,2004-2005,Bachelor semestre 6,7
11580,Optimisation numérique B,2004-2005,Master semestre 2,5
11581,Optimisation pour ingénieurs I,2007-2008,Bachelor semestre 5,52
11582,Optimisation pour ingénieurs I,2007-2008,Master semestre 1,4
11583,Optimization and simulation,2009-2010,edoc,18
11584,Optimization and simulation,2010-2011,edoc,17
11585,Optimization and simulation,2011-2012,edoc,12
11586,Optimization and simulation,2012-2013,edoc,4
11587,Optimization and simulation,2013-2014,edoc,7
11588,Optimization and simulation,2014-2015,edoc,11
11589,Optimization and simulation,2015-2016,edoc,16
11590,Optimization and simulation,2016-2017,edoc,4
11591,Optimization and simulation,2017-2018,edoc,5
11592,Optimization and simulation,2018-2019,edoc,8
11593,Optimization and simulation,2019-2020,edoc,6
11594,Optimization for machine learning,2017-2018,Master semestre 2,52
11595,Optimization for machine learning,2017-2018,Master semestre 4,10
11596,Optimization for machine learning,2018-2019,Master semestre 2,46
11597,Optimization for machine learning,2018-2019,edoc,4
11598,Optimization for machine learning,2019-2020,Master semestre 2,76
11599,Optimization for machine learning,2019-2020,Master semestre 4,1
11600,Optimization for machine learning,2019-2020,Semestre printemps,3
11601,Optimization for machine learning,2019-2020,edoc,4
11602,Optimization methods,2017-2018,Master semestre 1,26
11603,Optimization methods,2018-2019,Master semestre 1,38
11604,Optimization methods,2019-2020,Master semestre 1,21
11605,Optimization methods in finance,2009-2010,Bachelor semestre 5,11
11606,Optimization methods in finance,2009-2010,Master semestre 1,4
11607,Optimization methods in finance,2010-2011,Bachelor semestre 5,5
11608,Optimization methods in finance,2010-2011,Master semestre 1,6
11609,Option studio Urban planning,2010-2011,Master semestre 1,3
11610,Option studio Urban planning,2010-2011,Semestre automne,1
11611,Option studio Urban planning,2011-2012,Master semestre 1,1
11612,Options and investments analysis,2008-2009,Master semestre 2,6
11613,Optique,2004-2005,Bachelor semestre 6,59
11614,Optique,2005-2006,Bachelor semestre 6,92
11615,Optique,2006-2007,Bachelor semestre 6,54
11616,Optique,2007-2008,Bachelor semestre 6,46
11617,Optique,2008-2009,Bachelor semestre 6,60
11618,Optique,2009-2010,Bachelor semestre 6,61
11619,Optique I,2004-2005,Bachelor semestre 5,16
11620,Optique I,2005-2006,Bachelor semestre 5,28
11621,Optique I,2006-2007,Bachelor semestre 5,33
11622,Optique I,2007-2008,Bachelor semestre 5,41
11623,Optique I,2009-2010,Bachelor semestre 5,27
11624,Optique I,2009-2010,Master semestre 1,4
11625,Optique I,2011-2012,Bachelor semestre 5,28
11626,Optique I,2011-2012,Master semestre 1,4
11627,Optique I,2013-2014,Bachelor semestre 5,54
11628,Optique I,2014-2015,Bachelor semestre 6,22
11629,Optique I,2014-2015,Master semestre 2,1
11630,Optique I,2017-2018,Bachelor semestre 5,22
11631,Optique I,2019-2020,Bachelor semestre 5,26
11632,Optique II,2004-2005,Bachelor semestre 6,13
11633,Optique II,2004-2005,Master semestre 1,12
11634,Optique II,2005-2006,Bachelor semestre 6,15
11635,Optique II,2006-2007,Bachelor semestre 6,25
11636,Optique II,2007-2008,Bachelor semestre 6,23
11637,Optique II,2009-2010,Bachelor semestre 6,5
11638,Optique II,2011-2012,Bachelor semestre 6,9
11639,Optique II,2013-2014,Bachelor semestre 6,22
11640,Optique II,2015-2016,Master semestre 1,1
11641,Optique II,2017-2018,Bachelor semestre 6,8
11642,Optique II,2019-2020,Bachelor semestre 6,10
11643,Optique III,2004-2005,Master semestre 2,10
11644,Optique III,2006-2007,Master semestre 1,10
11645,Optique III,2008-2009,Master semestre 1,12
11646,Optique III,2010-2011,Master semestre 1,3
11647,Optique III,2012-2013,Master semestre 1,3
11648,Optique III,2015-2016,Master semestre 2,3
11649,Optique III,2017-2018,Master semestre 1,2
11650,Optique III,2018-2019,Master semestre 1,3
11651,Optique III,2019-2020,Master semestre 1,3
11652,Optique TP,2004-2005,Master semestre 2,11
11653,Optique TP,2005-2006,Master semestre 2,6
11654,Optique TP,2006-2007,Master semestre 2,5
11655,Optique TP,2007-2008,Master semestre 2,5
11656,Optique TP,2009-2010,Master semestre 2,5
11657,Optique TP,2010-2011,Master semestre 2,8
11658,Optique TP,2011-2012,Master semestre 2,5
11659,Optique TP,2012-2013,Master semestre 2,11
11660,Optique TP,2013-2014,Master semestre 2,8
11661,Optique et information quantique,2012-2013,Master semestre 2,1
11662,Optique intégrée,2004-2005,Master semestre 2,6
11663,Optique intégrée,2005-2006,Master semestre 2,9
11664,Optique intégrée,2006-2007,Master semestre 2,8
11665,Optique intégrée,2007-2008,Master semestre 2,4
11666,Optique intégrée,2009-2010,Master semestre 2,2
11667,Optique intégrée,2010-2011,Master semestre 2,7
11668,Optique intégrée,2011-2012,Master semestre 2,4
11669,Optique intégrée,2012-2013,Master semestre 2,9
11670,Optique quantique,2004-2005,Master semestre 2,10
11671,Optique quantique,2005-2006,Master semestre 2,34
11672,Optique quantique,2006-2007,Master semestre 2,16
11673,Optique quantique,2007-2008,Master semestre 2,32
11674,Optique quantique,2008-2009,Master semestre 2,13
11675,Optique quantique,2009-2010,Master semestre 2,4
11676,Optique quantique I,2010-2011,Master semestre 1,5
11677,Optique quantique I,2011-2012,Master semestre 1,1
11678,Optique quantique II,2010-2011,Master semestre 2,1
11679,Optique quantique II,2011-2012,Master semestre 2,1
11680,Opto- and macroelectronic materials,2009-2010,Master semestre 2,21
11681,Opto- and macroelectronic materials,2010-2011,Master semestre 2,8
11682,Opto- and macroelectronic materials,2011-2012,Master semestre 2,7
11683,Opto- and macroelectronic materials,2012-2013,Master semestre 2,10
11684,Opto- and macroelectronic materials,2013-2014,Master semestre 2,9
11685,Opto- and macroelectronic materials,2014-2015,Master semestre 2,8
11686,Opto- and macroelectronic materials,2015-2016,Master semestre 2,4
11687,Optoelectronics,2006-2007,Master semestre 3,42
11688,Optoelectronics,2007-2008,Master semestre 3,42
11689,Optoelectronics,2008-2009,Master semestre 3,53
11690,Optoelectronics,2009-2010,Master semestre 3,40
11691,Optoelectronics,2010-2011,Master semestre 3,43
11692,Optoelectronics,2011-2012,Master semestre 3,40
11693,Optoelectronics,2012-2013,Master semestre 3,30
11694,Optoelectronics,2013-2014,Master semestre 3,40
11695,Optoélectronique,2004-2005,Master semestre 1,18
11696,Optoélectronique,2005-2006,Master semestre 1,22
11697,Optoélectronique,2006-2007,Master semestre 1,16
11698,Opérateurs de Fredholm,2007-2008,Master semestre 2,16
11699,Opération unitaire et technologie des procédés,2019-2020,Bachelor semestre 6,3
11700,Opération unitaire et technologie des procédés,2019-2020,Semestre printemps,1
11701,Organic and printed electronics,2017-2018,Master semestre 2,15
11702,Organic and printed electronics,2018-2019,Master semestre 2,14
11703,Organic and printed electronics,2019-2020,Master semestre 2,17
11704,"Organic electronic materials - synthesis, applications, properties",2009-2010,Master semestre 2,10
11705,"Organic electronic materials - synthesis, applications, properties",2010-2011,Master semestre 2,14
11706,"Organic electronic materials - synthesis, applications, properties",2011-2012,Master semestre 2,13
11707,"Organic electronic materials - synthesis, applications, properties",2013-2014,Master semestre 2,19
11708,"Organic electronic materials - synthesis, applications, properties",2014-2015,Master semestre 2,24
11709,"Organic electronic materials - synthesis, applications, properties",2015-2016,Master semestre 2,12
11710,"Organic electronic materials - synthesis, applications, properties",2016-2017,Master semestre 2,15
11711,"Organic electronic materials - synthesis, applications, properties",2017-2018,Master semestre 2,15
11712,"Organic electronic materials - synthesis, applications, properties",2018-2019,Master semestre 2,22
11713,"Organic electronic materials - synthesis, applications, properties",2019-2020,Master semestre 2,17
11714,Organic semiconductors,2007-2008,Master semestre 2,7
11715,Organic semiconductors,2008-2009,Master semestre 2,8
11716,Organic semiconductors,2009-2010,Master semestre 2,8
11717,Organic semiconductors,2010-2011,Master semestre 2,13
11718,Organic semiconductors,2011-2012,Master semestre 2,9
11719,Organic semiconductors,2012-2013,Master semestre 2,8
11720,Organic semiconductors,2013-2014,Master semestre 2,14
11721,Organic semiconductors,2014-2015,Master semestre 2,17
11722,Organic semiconductors,2015-2016,Master semestre 2,8
11723,Organic semiconductors,2015-2016,edoc,3
11724,Organic semiconductors,2016-2017,Master semestre 2,10
11725,Organic semiconductors,2017-2018,Master semestre 2,6
11726,Organic semiconductors,2018-2019,Master semestre 2,3
11727,Organic semiconductors,2018-2019,edoc,2
11728,Organic semiconductors,2019-2020,Master semestre 2,3
11729,"Organisation, économie et droit de la construction I",2004-2005,Master semestre 1,30
11730,"Organisation, économie et droit de la construction I",2005-2006,Master semestre 1,30
11731,"Organisation, économie et droit de la construction I",2006-2007,Master semestre 1,53
11732,"Organisation, économie et droit de la construction I",2007-2008,Master semestre 1,30
11733,"Organisation, économie et droit de la construction I",2008-2009,Master semestre 1,45
11734,"Organisation, économie et droit de la construction I",2009-2010,Master semestre 1,66
11735,"Organisation, économie et droit de la construction I",2010-2011,Master semestre 1,61
11736,"Organisation, économie et droit de la construction I",2011-2012,Master semestre 1,57
11737,"Organisation, économie et droit de la construction I",2012-2013,Master semestre 1,86
11738,"Organisation, économie et droit de la construction I",2013-2014,Master semestre 1,84
11739,"Organisation, économie et droit de la construction I",2014-2015,Master semestre 1,46
11740,"Organisation, économie et droit de la construction I",2015-2016,Master semestre 1,79
11741,"Organisation, économie et droit de la construction I",2016-2017,Master semestre 1,80
11742,"Organisation, économie et droit de la construction I",2017-2018,Master semestre 1,36
11743,"Organisation, économie et droit de la construction II",2004-2005,Master semestre 2,16
11744,"Organisation, économie et droit de la construction II",2005-2006,Master semestre 2,23
11745,"Organisation, économie et droit de la construction II",2006-2007,Master semestre 2,27
11746,"Organisation, économie et droit de la construction II",2007-2008,Master semestre 2,14
11747,"Organisation, économie et droit de la construction II",2008-2009,Master semestre 2,18
11748,"Organisation, économie et droit de la construction II",2009-2010,Master semestre 2,22
11749,"Organisation, économie et droit de la construction II",2010-2011,Master semestre 2,21
11750,"Organisation, économie et droit de la construction II",2011-2012,Master semestre 2,31
11751,"Organisation, économie et droit de la construction II",2012-2013,Master semestre 2,45
11752,"Organisation, économie et droit de la construction II",2013-2014,Master semestre 4,16
11753,"Organisation, économie et droit de la construction II",2014-2015,Master semestre 2,13
11754,"Organisation, économie et droit de la construction II",2015-2016,Master semestre 2,17
11755,"Organisation, économie et droit de la construction II",2016-2017,Master semestre 2,18
11756,"Organisation, économie et droit de la construction II",2017-2018,Master semestre 2,5
11757,Organizational behavior,2015-2016,Master semestre 1,4
11758,Organizational behavior,2017-2018,Master semestre 2,1
11759,Organizational behavior,2019-2020,Master semestre 2,1
11760,Organometallic chemistry,2012-2013,Bachelor semestre 4,73
11761,Organometallic chemistry,2013-2014,Bachelor semestre 4,82
11762,Organometallic chemistry,2014-2015,Bachelor semestre 4,47
11763,Organometallic chemistry,2015-2016,Bachelor semestre 4,42
11764,Organometallic chemistry,2016-2017,Bachelor semestre 4,62
11765,Organometallic chemistry,2017-2018,Bachelor semestre 4,49
11766,Organometallic chemistry,2018-2019,Bachelor semestre 4,49
11767,Organometallic chemistry,2019-2020,Bachelor semestre 4,24
11768,Outils d'analyse socio-spatiale,2005-2006,Master semestre 2,21
11769,Outils d'analyse socio-spatiale,2006-2007,Master semestre 2,10
11770,Outils d'analyse socio-spatiale,2007-2008,Master semestre 2,32
11771,Outils d'analyse socio-spatiale,2008-2009,Master semestre 2,18
11772,Outils informatiques,2004-2005,Bachelor semestre 5,33
11773,Outils informatiques,2005-2006,Bachelor semestre 5,30
11774,Outils informatiques,2006-2007,Bachelor semestre 5,36
11775,Outils informatiques,2007-2008,Bachelor semestre 5,30
11776,Outils informatiques,2008-2009,Bachelor semestre 5,33
11777,Outils informatiques,2009-2010,Bachelor semestre 5,23
11778,Outils informatiques,2010-2011,Bachelor semestre 5,26
11779,Outils informatiques,2011-2012,Bachelor semestre 5,27
11780,Ouvrages et aménagements hydrauliques,2010-2011,Bachelor semestre 6,101
11781,Ouvrages et aménagements hydrauliques,2011-2012,Bachelor semestre 6,123
11782,Ouvrages et aménagements hydrauliques,2012-2013,Bachelor semestre 6,108
11783,Ouvrages et aménagements hydrauliques,2013-2014,Bachelor semestre 6,127
11784,Ouvrages et aménagements hydrauliques,2014-2015,Bachelor semestre 6,142
11785,Ouvrages et aménagements hydrauliques,2015-2016,Bachelor semestre 6,104
