,course_name,year,semester,section,nr_students
12332,Solid state physics IV,2011-2012,Master semestre 2,Physique - master,5
12333,Solid state physics IV,2012-2013,Master semestre 2,Ingénierie physique,5
12334,Solid state physics IV,2012-2013,Master semestre 2,Physique - master,7
12335,Solid state physics IV,2013-2014,Master semestre 2,Ingénierie physique,1
12336,Solid state physics IV,2013-2014,Master semestre 2,Physique - master,5
12337,Solid state physics IV,2014-2015,Master semestre 2,Physique - master,2
12338,Solid state physics IV,2015-2016,Master semestre 2,Ingénierie physique,2
12339,Solid state physics IV,2015-2016,Master semestre 2,Physique - master,3
12340,Solid state physics IV,2016-2017,Master semestre 2,Ingénierie physique,3
12341,Solid state physics IV,2016-2017,Master semestre 2,Physique - master,7
12342,Solid state physics IV,2017-2018,Master semestre 2,Ingénierie physique,2
12343,Solid state physics IV,2017-2018,Master semestre 2,Physique - master,3
12344,Solid state physics IV,2018-2019,Master semestre 2,Ingénierie physique,2
12345,Solid state physics IV,2018-2019,Master semestre 2,Physique - master,1
12346,Solid state physics IV,2019-2020,Master semestre 2,Physique - master,6
12347,Solid waste engineering,2016-2017,Master semestre 1,Gestion de l'énergie et durabilité,4
12348,Solid waste engineering,2016-2017,Master semestre 1,Sciences et ingénierie de l'environnement,15
12349,Solid waste engineering,2017-2018,Master semestre 1,Sciences et ingénierie de l'environnement,15
12350,Solid waste engineering,2018-2019,Master semestre 1,Gestion de l'énergie et durabilité,2
12351,Solid waste engineering,2018-2019,Master semestre 1,Sciences et ingénierie de l'environnement,23
12352,Solid waste engineering,2018-2019,Semestre automne,Mineur en Energie,1
12353,Solid waste engineering,2019-2020,Master semestre 1,Sciences et ingénierie de l'environnement,18
12354,Solid-state imaging : Architectures and techniques,2007-2008,Master semestre 1,Informatique,1
12355,Solid-state imaging : Architectures and techniques,2007-2008,Master semestre 3,Systèmes de communication - master Eurecom,3
12356,Solidification,2004-2005,Master semestre 1,Science et génie des matériaux,6
12357,Solidification,2005-2006,Master semestre 1,Science et génie des matériaux,12
12358,Solidification,2006-2007,Master semestre 1,Science et génie des matériaux,13
12359,Solidification,2007-2008,Master semestre 2,Science et génie des matériaux,4
12360,Solidification,2008-2009,Master semestre 2,Science et génie des matériaux,11
12361,Solidification,2009-2010,Master semestre 2,Science et génie des matériaux,5
12362,Space mission design and operations,2009-2010,Master semestre 2,Génie mécanique,7
12363,Space mission design and operations,2009-2010,Master semestre 2,Génie électrique et électronique,10
12364,Space mission design and operations,2009-2010,Master semestre 2,Microtechnique,16
12365,Space mission design and operations,2009-2010,Master semestre 2,Science et génie des matériaux,8
12366,Space mission design and operations,2010-2011,Master semestre 2,Génie mécanique,13
12367,Space mission design and operations,2010-2011,Master semestre 2,Génie électrique et électronique,11
12368,Space mission design and operations,2010-2011,Master semestre 2,Microtechnique,12
12369,Space mission design and operations,2010-2011,Master semestre 2,Science et génie des matériaux,11
12370,Space mission design and operations,2010-2011,Semestre printemps,Mineurs,1
12371,Space mission design and operations,2011-2012,Master semestre 2,Génie mécanique,13
12372,Space mission design and operations,2011-2012,Master semestre 2,Génie électrique et électronique,12
12373,Space mission design and operations,2011-2012,Master semestre 2,Microtechnique,17
12374,Space mission design and operations,2011-2012,Master semestre 2,Science et génie des matériaux,11
12375,Space mission design and operations,2012-2013,Master semestre 2,Génie électrique et électronique,4
12376,Space mission design and operations,2012-2013,Master semestre 2,Microtechnique,26
12377,Space mission design and operations,2012-2013,Master semestre 2,Science et génie des matériaux,4
12378,Space mission design and operations,2013-2014,Master semestre 2,Génie électrique et électronique,13
12379,Space mission design and operations,2013-2014,Master semestre 2,Microtechnique,18
12380,Space mission design and operations,2013-2014,Master semestre 2,Science et génie des matériaux,6
12381,Space mission design and operations,2014-2015,Master semestre 2,Génie électrique et électronique,18
12382,Space mission design and operations,2014-2015,Master semestre 2,Microtechnique,19
12383,Space mission design and operations,2014-2015,Master semestre 2,Science et génie des matériaux,11
12384,Space mission design and operations,2015-2016,Master semestre 2,Génie électrique et électronique,13
12385,Space mission design and operations,2015-2016,Master semestre 2,Microtechnique,31
12386,Space mission design and operations,2016-2017,Master semestre 2,Génie électrique et électronique,18
12387,Space mission design and operations,2016-2017,Master semestre 2,Microtechnique,19
12388,Space mission design and operations,2016-2017,Semestre printemps,Mineur en Technologies spatiales,3
12389,Space mission design and operations,2017-2018,Master semestre 2,Génie électrique et électronique,16
12390,Space mission design and operations,2017-2018,Master semestre 2,Microtechnique,50
12391,Space mission design and operations,2018-2019,Master semestre 2,Génie mécanique,20
12392,Space mission design and operations,2018-2019,Master semestre 2,Génie électrique et électronique,5
12393,Space mission design and operations,2018-2019,Master semestre 2,Ingénierie physique,1
12394,Space mission design and operations,2018-2019,Master semestre 2,Microtechnique,9
12395,Space mission design and operations,2018-2019,Master semestre 2,Physique - master,4
12396,Space mission design and operations,2019-2020,Master semestre 2,Génie électrique et électronique,3
12397,Space mission design and operations,2019-2020,Master semestre 2,Microtechnique,4
12398,Space technology and operations,2004-2005,Bachelor semestre 6,Génie mécanique,12
12399,Space technology and operations,2004-2005,Master semestre 2,Génie mécanique,15
12400,Space technology and operations,2004-2005,Master semestre 2,Génie électrique et électronique,9
12401,Space technology and operations,2004-2005,Master semestre 2,Science et génie des matériaux,9
12402,Space technology and operations,2005-2006,Master semestre 2,Génie mécanique,20
12403,Space technology and operations,2005-2006,Master semestre 2,Génie électrique et électronique,12
12404,Space technology and operations,2005-2006,Master semestre 2,Microtechnique,22
12405,Space technology and operations,2005-2006,Master semestre 2,Science et génie des matériaux,6
12406,Space technology and operations,2006-2007,Master semestre 2,Génie mécanique,12
12407,Space technology and operations,2006-2007,Master semestre 2,Génie électrique et électronique,2
12408,Space technology and operations,2006-2007,Master semestre 2,Microtechnique,25
12409,Space technology and operations,2006-2007,Master semestre 2,Science et génie des matériaux,7
12410,Space technology and operations,2007-2008,Master semestre 2,Génie mécanique,12
12411,Space technology and operations,2007-2008,Master semestre 2,Génie électrique et électronique,11
12412,Space technology and operations,2007-2008,Master semestre 2,Microtechnique,10
12413,Space technology and operations,2007-2008,Master semestre 2,Science et génie des matériaux,4
12414,Space technology and operations,2007-2008,Semestre printemps,Mineurs,2
12415,Space technology and operations,2008-2009,Master semestre 2,Génie mécanique,16
12416,Space technology and operations,2008-2009,Master semestre 2,Génie électrique et électronique,9
12417,Space technology and operations,2008-2009,Master semestre 2,Microtechnique,18
12418,Space technology and operations,2008-2009,Master semestre 2,Science et génie des matériaux,5
12419,Spacecraft avionics architectures,2019-2020,Master semestre 2,Génie électrique et électronique,4
12420,Spacecraft design and system engineering,2006-2007,Master semestre 2,Génie électrique et électronique,3
12421,Spacecraft design and system engineering,2019-2020,Master semestre 1,Génie électrique et électronique,4
12422,Spatial decision support systems,2018-2019,Master semestre 2,Sciences et ingénierie de l'environnement,7
12423,Spatial statistics ,2019-2020,Master semestre 1,Ingénierie mathématique,1
12424,Spatial statistics and analysis,2007-2008,Master semestre 1,Sciences et ingénierie de l'environnement,47
12425,Spatial statistics and analysis,2008-2009,Master semestre 1,Sciences et ingénierie de l'environnement,16
12426,Spatial statistics and analysis,2009-2010,Master semestre 1,Sciences et ingénierie de l'environnement,49
12427,Spatial statistics and analysis,2010-2011,Master semestre 1,Sciences et ingénierie de l'environnement,25
12428,Spatial statistics and analysis,2011-2012,Master semestre 1,Gestion de l'énergie et durabilité,1
12429,Spatial statistics and analysis,2011-2012,Master semestre 1,Sciences et ingénierie de l'environnement,50
12430,Spatial statistics and analysis,2012-2013,Master semestre 1,Sciences et ingénierie de l'environnement,47
12431,Spatial statistics and analysis,2012-2013,Master semestre 3,Gestion de l'énergie et durabilité,1
12432,Spatial statistics and analysis,2013-2014,Master semestre 1,Sciences et ingénierie de l'environnement,64
12433,Spatial statistics and analysis,2013-2014,Master semestre 3,Gestion de l'énergie et durabilité,1
12434,Spatial statistics and analysis,2014-2015,Master semestre 1,Sciences et ingénierie de l'environnement,66
12435,Spatial statistics and analysis,2015-2016,Master semestre 1,Gestion de l'énergie et durabilité,2
12436,Spatial statistics and analysis,2015-2016,Master semestre 1,Sciences et ingénierie de l'environnement,41
12437,Spatial statistics and analysis,2016-2017,Master semestre 1,Gestion de l'énergie et durabilité,1
12438,Spatial statistics and analysis,2016-2017,Master semestre 1,Sciences et ingénierie de l'environnement,49
12439,Spatial statistics and analysis,2017-2018,Master semestre 1,Sciences et ingénierie de l'environnement,45
12440,Spatial statistics and analysis,2018-2019,Master semestre 1,Gestion de l'énergie et durabilité,2
12441,Spatial statistics and analysis,2018-2019,Master semestre 1,Sciences et ingénierie de l'environnement,48
12442,Spatial statistics and analysis,2019-2020,Master semestre 1,Gestion de l'énergie et durabilité,4
12443,Spatial statistics and analysis,2019-2020,Master semestre 1,Sciences et ingénierie de l'environnement,55
12444,Special seminar in management of technology I,2005-2006,Master semestre 1,Management de la technologie,15
12445,Special seminar in management of technology I,2005-2006,Mineur semestre 1,Management de la technologie,3
12446,Special seminar in management of technology II,2005-2006,Master semestre 2,Management de la technologie,11
12447,Special seminar in management of technology II,2005-2006,Mineur semestre 2,Management de la technologie,2
12448,Special topics in reactor physics,2013-2014,Master semestre 2,Génie nucléaire,8
12449,Special topics in reactor physics,2014-2015,Master semestre 2,Génie nucléaire,8
12450,Special topics in reactor physics,2015-2016,Master semestre 2,Génie nucléaire,6
12451,Special topics in reactor physics,2017-2018,Master semestre 2,Génie nucléaire,3
12452,Spectroscopie analytique,2007-2008,Master semestre 1,Chimie moléculaire et biologique,1
12453,Spectroscopy and chemical dynamics,2004-2005,Master semestre 2,Chimie moléculaire et biologique,2
12454,Spectroscopy and chemical dynamics,2005-2006,Master semestre 2,Chimie moléculaire et biologique,7
12455,Spectroscopy and chemical dynamics,2006-2007,Master semestre 2,Chimie moléculaire et biologique,2
12456,Speech processing,2004-2005,Master semestre 2,Génie électrique et électronique,16
12457,Speech processing,2005-2006,Master semestre 2,Génie électrique et électronique,12
12458,Speech processing,2006-2007,Master semestre 2,Génie électrique et électronique,12
12459,Speech processing,2007-2008,Master semestre 2,Génie électrique et électronique,17
12460,Speech processing,2008-2009,Master semestre 2,Génie électrique et électronique,10
12461,Speech processing,2009-2010,Master semestre 2,Génie électrique et électronique,13
12462,Speech processing,2010-2011,Master semestre 2,Génie électrique et électronique,5
12463,Speech processing,2011-2012,Master semestre 2,Génie électrique et électronique,12
12464,Speech processing,2012-2013,Master semestre 2,Génie électrique et électronique,19
12465,Speech processing,2013-2014,Master semestre 2,Génie électrique et électronique,7
12466,Speech processing,2014-2015,Master semestre 2,Génie électrique et électronique,16
12467,Speech processing,2015-2016,Master semestre 2,Génie électrique et électronique,9
12468,Speech processing,2016-2017,Master semestre 2,Génie électrique et électronique,15
12469,Stable homotopy theory,2011-2012,Master semestre 2,Ingénierie mathématique,2
12470,Stable homotopy theory,2011-2012,Master semestre 2,Mathématiques - master,1
12471,Statistical analysis of genetic data,2009-2010,Master semestre 2,Informatique,1
12472,Statistical analysis of genetic data,2009-2010,Master semestre 2,Mathématiques,9
12473,Statistical analysis of network data,2019-2020,Master semestre 2,Ingénierie mathématique,5
12474,Statistical analysis of network data,2019-2020,Master semestre 2,Mathématiques - master,5
12475,Statistical genetics,2019-2020,Master semestre 2,Mathématiques - master,1
12476,Statistical learning,2017-2018,Master semestre 1,Ingénierie mathématique,5
12477,Statistical learning,2017-2018,Master semestre 1,Mathématiques - master,1
12478,Statistical machine learning,2018-2019,Master semestre 1,Ingénierie mathématique,4
12479,Statistical machine learning,2018-2019,Master semestre 1,Mathématiques pour l'enseignement,1
12480,Statistical machine learning,2019-2020,Master semestre 1,Ingénierie financière,4
12481,Statistical machine learning,2019-2020,Master semestre 1,Ingénierie mathématique,7
12482,Statistical machine learning,2019-2020,Master semestre 1,Mathématiques - master,2
12483,Statistical mechanics,2015-2016,Master semestre 2,Science et génie des matériaux,41
12484,Statistical mechanics,2016-2017,Master semestre 2,Science et génie des matériaux,14
12485,Statistical mechanics,2017-2018,Master semestre 2,Science et génie des matériaux,32
12486,Statistical mechanics,2018-2019,Master semestre 2,Science et génie des matériaux,23
12487,Statistical mechanics,2019-2020,Master semestre 2,Science et génie des matériaux,23
12488,Statistical mechanics and Gibbs measures,2019-2020,Master semestre 2,Ingénierie mathématique,3
12489,Statistical mechanics and Gibbs measures,2019-2020,Master semestre 2,Mathématiques - master,2
12490,Statistical neurosciences,2012-2013,Master semestre 1,Informatique,9
12491,Statistical neurosciences,2012-2013,Master semestre 1,Sciences et technologies du vivant - master,3
12492,Statistical neurosciences,2012-2013,Master semestre 1,Systèmes de communication - master,5
12493,Statistical neurosciences,2013-2014,Master semestre 2,Informatique,4
12494,Statistical neurosciences,2013-2014,Master semestre 4,Sciences et technologies du vivant - master,2
12495,Statistical neurosciences,2013-2014,Master semestre 4,Systèmes de communication - master,8
12496,Statistical physics III,2008-2009,Master semestre 1,Physique,41
12497,Statistical physics III,2009-2010,Master semestre 1,Ingénierie physique,5
12498,Statistical physics III,2010-2011,Master semestre 1,Physique - master,7
12499,Statistical physics III,2011-2012,Master semestre 1,Ingénierie physique,3
12500,Statistical physics III,2011-2012,Master semestre 1,Physique - master,6
12501,Statistical physics III,2012-2013,Master semestre 1,Physique - master,8
12502,Statistical physics III,2013-2014,Master semestre 1,Ingénierie physique,2
12503,Statistical physics III,2013-2014,Master semestre 1,Physique - master,3
12504,Statistical physics III,2014-2015,Master semestre 1,Ingénierie physique,1
12505,Statistical physics III,2014-2015,Master semestre 1,Physique - master,2
12506,Statistical physics III,2015-2016,Master semestre 1,Ingénierie physique,7
12507,Statistical physics III,2015-2016,Master semestre 1,Physique - master,3
12508,Statistical physics III,2016-2017,Master semestre 1,Ingénierie physique,1
12509,Statistical physics III,2016-2017,Master semestre 1,Physique - master,10
12510,Statistical physics III,2017-2018,Master semestre 1,Ingénierie physique,5
12511,Statistical physics III,2017-2018,Master semestre 1,Physique - master,11
12512,Statistical physics III,2018-2019,Master semestre 1,Physique - master,7
12513,Statistical physics III,2019-2020,Master semestre 1,Physique - master,11
12514,Statistical physics IV,2008-2009,Master semestre 2,Physique,28
12515,Statistical physics IV,2010-2011,Master semestre 2,Physique - master,8
12516,Statistical physics IV,2011-2012,Master semestre 2,Ingénierie physique,3
12517,Statistical physics IV,2011-2012,Master semestre 2,Physique - master,8
12518,Statistical physics IV,2012-2013,Master semestre 2,Physique - master,7
12519,Statistical physics IV,2013-2014,Master semestre 2,Ingénierie physique,2
12520,Statistical physics IV,2013-2014,Master semestre 2,Physique - master,4
12521,Statistical physics IV,2014-2015,Master semestre 2,Physique - master,3
12522,Statistical physics IV,2015-2016,Master semestre 2,Ingénierie physique,4
12523,Statistical physics IV,2015-2016,Master semestre 2,Physique - master,6
12524,Statistical physics IV,2016-2017,Master semestre 2,Ingénierie physique,2
12525,Statistical physics IV,2016-2017,Master semestre 2,Physique - master,13
12526,Statistical physics IV,2017-2018,Master semestre 2,Ingénierie physique,2
12527,Statistical physics IV,2017-2018,Master semestre 2,Physique - master,4
12528,Statistical physics IV,2018-2019,Master semestre 2,Physique - master,10
12529,Statistical physics IV,2019-2020,Master semestre 2,Ingénierie physique,3
12530,Statistical physics IV,2019-2020,Master semestre 2,Physique - master,8
12531,Statistical physics of biomacromolecules,2008-2009,Master semestre 2,Physique,31
12532,Statistical physics of biomacromolecules,2009-2010,Master semestre 2,Ingénierie physique,3
12533,Statistical physics of biomacromolecules,2010-2011,Master semestre 2,Bioingénierie,1
12534,Statistical physics of biomacromolecules,2010-2011,Master semestre 2,Physique - master,8
12535,Statistical physics of biomacromolecules,2011-2012,Master semestre 2,Bioingénierie,5
12536,Statistical physics of biomacromolecules,2011-2012,Master semestre 2,Ingénierie physique,4
12537,Statistical physics of biomacromolecules,2011-2012,Master semestre 2,Physique - master,6
12538,Statistical physics of biomacromolecules,2011-2012,Master semestre 2,Sciences et technologies du vivant - master,1
12539,Statistical physics of biomacromolecules,2012-2013,Master semestre 1,Bioingénierie,5
12540,Statistical physics of biomacromolecules,2012-2013,Master semestre 1,Physique - master,3
12541,Statistical physics of biomacromolecules,2013-2014,Master semestre 1,Ingénierie physique,1
12542,Statistical physics of biomacromolecules,2013-2014,Master semestre 1,Physique - master,2
12543,Statistical physics of biomacromolecules,2014-2015,Master semestre 1,Bioingénierie,1
12544,Statistical physics of biomacromolecules,2014-2015,Master semestre 1,Ingénierie physique,1
12545,Statistical physics of biomacromolecules,2014-2015,Master semestre 1,Physique - master,1
12546,Statistical physics of biomacromolecules,2014-2015,Master semestre 1,Sciences et technologies du vivant - master,1
12547,Statistical physics of biomacromolecules,2015-2016,Master semestre 1,Bioingénierie,5
12548,Statistical physics of biomacromolecules,2016-2017,Master semestre 1,Bioingénierie,3
12549,Statistical physics of biomacromolecules,2016-2017,Master semestre 1,Sciences et technologies du vivant - master,2
12550,Statistical physics of biomacromolecules,2017-2018,Master semestre 1,Bioingénierie,3
12551,Statistical physics of biomacromolecules,2017-2018,Master semestre 1,Physique - master,1
12552,Statistical physics of biomacromolecules,2018-2019,Master semestre 1,Bioingénierie,1
12553,Statistical physics of biomacromolecules,2018-2019,Master semestre 1,Ingénierie des sciences du vivant,3
12554,Statistical physics of biomacromolecules,2018-2019,Master semestre 1,Ingénierie physique,1
12555,Statistical physics of biomacromolecules,2018-2019,Master semestre 1,Physique - master,5
12556,Statistical physics of biomacromolecules,2019-2020,Master semestre 1,Ingénierie des sciences du vivant,3
12557,Statistical physics of biomacromolecules,2019-2020,Master semestre 1,Physique - master,3
12558,Statistical population genetics,2015-2016,Master semestre 2,Bioingénierie,1
12559,Statistical population genetics,2015-2016,Master semestre 2,Sciences et technologies du vivant - master,2
12560,Statistical signal and data processing through applications,2012-2013,Master semestre 2,Informatique,1
12561,Statistical signal and data processing through applications,2012-2013,Master semestre 2,Systèmes de communication - master,24
12562,Statistical signal and data processing through applications,2013-2014,Master semestre 2,Informatique,3
12563,Statistical signal and data processing through applications,2013-2014,Master semestre 2,Mathématiques - master,1
12564,Statistical signal and data processing through applications,2013-2014,Master semestre 4,Systèmes de communication - master,11
12565,Statistical signal and data processing through applications,2014-2015,Master semestre 2,Informatique,1
12566,Statistical signal and data processing through applications,2014-2015,Master semestre 2,Systèmes de communication - master,11
12567,Statistical signal and data processing through applications,2015-2016,Master semestre 2,Informatique,1
12568,Statistical signal and data processing through applications,2015-2016,Master semestre 2,Systèmes de communication - master,11
12569,Statistical signal and data processing through applications,2016-2017,Master semestre 2,Informatique,3
12570,Statistical signal and data processing through applications,2016-2017,Master semestre 2,Systèmes de communication - master,9
12571,Statistical signal and data processing through applications,2017-2018,Master semestre 2,Informatique,1
12572,Statistical signal and data processing through applications,2017-2018,Master semestre 2,Systèmes de communication - master,10
12573,Statistical signal and data processing through applications,2018-2019,Master semestre 2,Informatique,3
12574,Statistical signal and data processing through applications,2018-2019,Master semestre 2,Systèmes de communication - master,4
12575,Statistical signal and data processing through applications,2019-2020,Master semestre 2,Informatique,1
12576,Statistical signal and data processing through applications,2019-2020,Master semestre 2,Systèmes de communication - master,1
12577,Statistical signal processing and applications,2004-2005,Master semestre 2,Mathématiques,5
12578,Statistical signal processing and applications,2004-2005,Master semestre 2,Systèmes de communication - master,22
12579,Statistical signal processing and applications,2004-2005,Master semestre 4,Systèmes de communication - master,3
12580,Statistical signal processing and applications,2005-2006,Master semestre 2,Mathématiques,6
12581,Statistical signal processing and applications,2005-2006,Master semestre 2,Systèmes de communication - master Eurecom,28
12582,Statistical signal processing and applications,2006-2007,Master semestre 2,Informatique,2
12583,Statistical signal processing and applications,2006-2007,Master semestre 2,Mathématiques,1
12584,Statistical signal processing and applications,2006-2007,Master semestre 2,Systèmes de communication - master,12
12585,Statistical signal processing and applications,2007-2008,Master semestre 2,Informatique,3
12586,Statistical signal processing and applications,2007-2008,Master semestre 4,Systèmes de communication - master Eurecom,8
12587,Statistical signal processing and applications,2008-2009,Master semestre 2,Informatique,3
12588,Statistical signal processing and applications,2008-2009,Master semestre 4,Systèmes de communication - master,19
12589,Statistical signal processing and applications,2009-2010,Master semestre 2,Informatique,3
12590,Statistical signal processing and applications,2009-2010,Master semestre 2,Systèmes de communication - master,20
12591,Statistical signal processing and applications,2010-2011,Master semestre 2,Informatique,4
12592,Statistical signal processing and applications,2010-2011,Master semestre 2,Ingénierie mathématique,1
12593,Statistical signal processing and applications,2010-2011,Master semestre 4,Systèmes de communication - master,19
12594,Statistical signal processing and applications,2011-2012,Master semestre 2,Informatique,4
12595,Statistical signal processing and applications,2011-2012,Master semestre 2,Ingénierie mathématique,3
12596,Statistical signal processing and applications,2011-2012,Master semestre 4,Systèmes de communication - master,23
12597,Statistical theories and electronic of solids,2004-2005,Master semestre 1,Chimie moléculaire et biologique,13
12598,Statistical theories and electronic of solids,2005-2006,Master semestre 1,Chimie moléculaire et biologique,13
12599,Statistical theories and electronic of solids,2006-2007,Master semestre 1,Chimie moléculaire et biologique,2
12600,Statistical theories and electronic of solids,2007-2008,Master semestre 1,Chimie moléculaire et biologique,1
12601,Statistical theories and electronic of solids,2008-2009,Master semestre 1,Chimie moléculaire et biologique,4
12602,Statistical theories and electronic of solids,2009-2010,Master semestre 1,Chimie moléculaire et biologique,3
12603,Statistical theories and electronic of solids,2010-2011,Master semestre 1,Chimie moléculaire et biologique,5
12604,Statistical theories and electronic of solids,2011-2012,Master semestre 1,Chimie moléculaire et biologique,3
12605,Statistical theories and electronic of solids,2012-2013,Master semestre 1,Chimie moléculaire et biologique,6
12606,Statistical theories and electronic of solids,2013-2014,Master semestre 1,Chimie moléculaire et biologique,3
12607,Statistical theory,2006-2007,Master semestre 1,Mathématiques,3
12608,Statistical theory,2008-2009,Master semestre 1,Mathématiques,24
12609,Statistical theory,2009-2010,Master semestre 1,Mathématiques,17
12610,Statistical theory,2010-2011,Master semestre 3,Mathématiques - master,8
12611,Statistical theory,2011-2012,Master semestre 1,Ingénierie mathématique,6
12612,Statistical theory,2011-2012,Master semestre 1,Mathématiques - master,5
12613,Statistical theory,2012-2013,Master semestre 1,Ingénierie mathématique,5
12614,Statistical theory,2012-2013,Master semestre 1,Mathématiques - master,7
12615,Statistical theory,2013-2014,Master semestre 1,Ingénierie mathématique,3
12616,Statistical theory,2013-2014,Master semestre 1,Mathématiques - master,5
12617,Statistical theory,2014-2015,Master semestre 1,Ingénierie mathématique,4
12618,Statistical theory,2014-2015,Master semestre 1,Mathématiques - master,3
12619,Statistical theory,2015-2016,Master semestre 1,Ingénierie mathématique,7
12620,Statistical theory,2015-2016,Master semestre 1,Mathématiques - master,7
12621,Statistical theory,2016-2017,Master semestre 1,Ingénierie mathématique,4
12622,Statistical theory,2016-2017,Master semestre 1,Mathématiques - master,1
12623,Statistical theory,2017-2018,Master semestre 1,Mathématiques - master,4
12624,Statistical theory,2017-2018,Master semestre 1,Mathématiques pour l'enseignement,1
12625,Statistical theory,2018-2019,Master semestre 1,Data Science,5
12626,Statistical theory,2018-2019,Master semestre 1,Ingénierie mathématique,1
12627,Statistical theory,2018-2019,Master semestre 1,Mathématiques - master,1
12628,Statistical theory,2019-2020,Master semestre 1,Ingénierie mathématique,5
12629,Statistical theory,2019-2020,Master semestre 1,Mathématiques - master,1
12630,Statistics for data science,2017-2018,Master semestre 1,Data Science,15
12631,Statistics for data science,2017-2018,Master semestre 1,"Management, technologie et entrepreneuriat",1
12632,Statistics for data science,2017-2018,Master semestre 1,Science et ingénierie computationnelles,5
12633,Statistics for data science,2018-2019,Master semestre 1,Data Science,24
12634,Statistics for data science,2018-2019,Master semestre 1,Génie électrique et électronique,10
12635,Statistics for data science,2018-2019,Master semestre 1,"Management, technologie et entrepreneuriat",3
12636,Statistics for data science,2018-2019,Master semestre 1,Science et ingénierie computationnelles,8
12637,Statistics for data science,2018-2019,edoc,Génie électrique,1
12638,Statistics for data science,2019-2020,Master semestre 1,Data Science,29
12639,Statistics for data science,2019-2020,Master semestre 1,Génie électrique et électronique,13
12640,Statistics for data science,2019-2020,Master semestre 1,"Management, technologie et entrepreneuriat",7
12641,Statistics for data science,2019-2020,Master semestre 1,Science et ingénierie computationnelles,8
12642,Statistics for data science,2019-2020,Master semestre 1,Systèmes de communication - master,3
12643,Statistics for data science,2019-2020,Semestre automne,Mineur en Data science,2
12644,Statistics for genomic data analysis,2004-2005,Master semestre 1,Informatique,5
12645,Statistics for genomic data analysis,2004-2005,Master semestre 1,Mathématiques,10
12646,Statistics for genomic data analysis,2004-2005,Master semestre 1,Systèmes de communication - master,2
12647,Statistics for genomic data analysis,2004-2005,Master semestre 3,Systèmes de communication - master Eurecom,2
12648,Statistics for genomic data analysis,2006-2007,Master semestre 1,Informatique,16
12649,Statistics for genomic data analysis,2006-2007,Master semestre 1,Mathématiques,12
12650,Statistics for genomic data analysis,2006-2007,Master semestre 1,Systèmes de communication - master,3
12651,Statistics for genomic data analysis,2008-2009,Master semestre 1,Informatique,5
12652,Statistics for genomic data analysis,2008-2009,Master semestre 1,Mathématiques,13
12653,Statistics for genomic data analysis,2010-2011,Master semestre 1,Informatique,1
12654,Statistics for genomic data analysis,2010-2011,Master semestre 1,Science et ingénierie computationnelles,1
12655,Statistics for genomic data analysis,2012-2013,Master semestre 1,Informatique,6
12656,Statistics for genomic data analysis,2012-2013,Master semestre 1,Ingénierie mathématique,2
12657,Statistics for genomic data analysis,2012-2013,Master semestre 1,Mathématiques - master,1
12658,Statistics for genomic data analysis,2012-2013,Master semestre 1,Systèmes de communication - master,1
12659,Statistics for genomic data analysis,2016-2017,Master semestre 1,Ingénierie mathématique,3
12660,Statistics for genomic data analysis,2016-2017,Master semestre 1,Mathématiques - master,1
12661,Statistics for genomic data analysis,2018-2019,Master semestre 2,Ingénierie mathématique,1
12662,Statistics for genomic data analysis,2018-2019,Master semestre 2,Mathématiques - master,1
12663,Statistics of extremes,2009-2010,Master semestre 1,Mathématiques,16
12664,Statistics of extremes,2011-2012,Master semestre 1,Ingénierie mathématique,5
12665,Statistics of extremes,2011-2012,Master semestre 1,Mathématiques - master,3
12666,Statistique mathématique,2004-2005,Master semestre 1,Mathématiques,17
12667,Statistique multivariée,2008-2009,Master semestre 2,Mathématiques,20
12668,Statistique multivariée,2009-2010,Master semestre 1,Mathématiques,10
12669,Statistique multivariée,2011-2012,Master semestre 2,Ingénierie mathématique,4
12670,Statistique multivariée,2012-2013,Master semestre 2,Ingénierie mathématique,1
12671,Statistique multivariée,2013-2014,Master semestre 4,Ingénierie mathématique,1
12672,Statistique multivariée,2014-2015,Master semestre 2,Ingénierie mathématique,3
12673,Statistique multivariée,2014-2015,Master semestre 2,Mathématiques - master,2
12674,Statistique multivariée,2015-2016,Master semestre 2,Ingénierie mathématique,2
12675,Statistique multivariée,2015-2016,Master semestre 2,Mathématiques - master,1
12676,Statistique non paramétrique et robuste,2006-2007,Master semestre 1,Mathématiques,19
12677,Statistique pour données médicales,2005-2006,Master semestre 2,Mathématiques,32
12678,Statistiques multivariables avec R,2017-2018,Master semestre 1,Sciences et ingénierie de l'environnement,15
12679,Statistiques multivariables avec R,2018-2019,Master semestre 1,Sciences et ingénierie de l'environnement,20
12680,Statistiques multivariables avec R,2019-2020,Master semestre 1,Sciences et ingénierie de l'environnement,17
12681,Stem cell biology and technology,2006-2007,Master semestre 1,Bioingénierie,2
12682,Stem cell biology and technology,2006-2007,Master semestre 1,Sciences et technologies du vivant - master,2
12683,Stem cell biology and technology,2007-2008,Master semestre 1,Bioingénierie,2
12684,Stem cell biology and technology,2008-2009,Master semestre 1,Bioingénierie,1
12685,Stem cell biology and technology,2008-2009,Master semestre 1,Sciences et technologies du vivant - master,2
12686,Stem cell biology and technology,2009-2010,Master semestre 1,Bioingénierie,5
12687,Stem cell biology and technology,2009-2010,Master semestre 1,Sciences et technologies du vivant - master,5
